temperature,co2,time,humidity,motion,person_count,light
218,419,1513756730053443211,37,0,1,84
217,412,1513756790044688959,37,0,1,84
218,408,1513756850053565840,37,0,1,84
218,412,1513756910042684441,37,0,1,84
218,403,1513756970038658317,37,0,1,84
218,398,1513757030030066669,37,0,1,85
218,412,1513757090034359359,37,0,1,85
218,411,1513757150027903952,37,0,1,86
218,406,1513757210024516953,37,0,1,86
218,407,1513757270016905153,37,0,1,87
218,401,1513757330020189126,37,0,1,86
218,407,1513757390017675160,37,0,1,86
218,411,1513757450017227162,37,0,1,86
218,412,1513757510017391101,37,0,1,87
218,410,1513757570016776897,37,0,1,86
218,406,1513757629996088524,37,0,1,86
218,401,1513757689994645278,37,0,1,86
218,416,1513757749997349736,37,0,1,86
218,422,1513757809988613274,37,0,1,86
219,404,1513757869985878220,37,0,1,87
218,406,1513757929981672573,37,0,1,87
218,406,1513757989974089574,37,0,1,88
218,400,1513758049982059396,37,0,1,88
218,413,1513758109964937246,37,0,1,89
218,403,1513758229992239321,37,0,2,87
218,418,1513758289970533438,37,0,2,88
218,419,1513758349951558752,37,0,2,87
218,426,1513758469951224649,37,0,2,89
218,421,1513758529943531543,37,0,2,89
218,425,1513758589943437639,37,0,2,90
218,417,1513758649941714400,37,0,2,91
218,429,1513758709936991005,37,0,2,91
218,426,1513758769933043476,37,0,2,91
218,423,1513758829933774914,37,2,2,91
218,453,1513758949991816892,38,0,3,90
219,442,1513759009915395644,38,1,3,89
218,452,1513759069911907091,38,0,3,88
219,457,1513759129913297296,38,2,3,87
219,458,1513759189906375824,38,1,3,88
219,444,1513759249897950136,38,0,3,87
219,452,1513759309904772230,38,0,3,87
219,438,1513759369893011929,38,0,3,87
218,454,1513759429893023525,38,0,3,87
219,446,1513759489937583502,38,0,3,88
218,454,1513759609943607882,38,0,3,89
219,442,1513759669879123140,38,0,3,89
219,444,1513759729882764129,38,0,3,89
219,442,1513759789868296536,38,0,3,89
219,450,1513759849865852500,38,0,3,89
219,441,1513759909866697302,38,0,3,90
219,442,1513759969858579226,38,0,3,89
219,447,1513760029860790619,38,0,3,90
219,439,1513760089848319547,38,0,3,89
219,443,1513760149855225468,38,0,3,89
219,440,1513760209850220833,38,0,3,89
219,437,1513760269842344499,38,0,3,89
219,446,1513760329841276752,38,0,3,89
219,437,1513760389829171221,38,0,3,90
219,457,1513760449828832948,38,0,3,90
220,450,1513760509833469517,38,0,3,90
219,443,1513760569825468978,38,0,3,91
219,443,1513760629829294801,38,0,3,91
219,446,1513760689822641588,38,0,3,91
219,456,1513760749926483162,38,0,3,90
220,450,1513760809846057838,38,0,3,90
220,445,1513760869812317631,38,0,3,90
220,458,1513760989804591495,38,0,3,91
219,435,1513761049798207453,38,0,3,91
219,449,1513761109793554782,38,0,3,91
219,450,1513761169791000588,38,0,3,92
220,441,1513761229787314853,38,0,3,92
220,457,1513761289780078301,38,0,3,93
219,459,1513761409784672658,38,0,3,94
219,454,1513761529768262092,38,0,3,96
220,449,1513761589770174556,38,0,3,97
220,442,1513761709758112248,38,0,3,99
220,454,1513761769751552701,38,0,3,99
220,457,1513761889743023498,38,0,3,98
220,453,1513761949741718027,38,0,3,97
220,453,1513762009734540755,38,0,3,96
220,439,1513762069736956880,38,0,3,97
220,442,1513762129734018025,38,0,3,98
220,456,1513762189726906196,38,0,3,100
220,456,1513762249730301011,38,0,3,102
220,460,1513762309721659196,38,0,3,104
220,457,1513762429713998997,38,0,3,104
219,444,1513762489730339461,38,0,3,103
219,448,1513762669702288462,38,0,4,97
219,446,1513762849694660257,38,0,4,96
219,473,1513762969685156362,38,0,4,95
219,460,1513763029686413807,38,0,4,96
219,472,1513763149667361045,38,0,4,98
219,468,1513763209666907122,38,0,4,98
219,479,1513763269668147291,38,2,4,98
219,481,1513763329664798318,38,0,4,98
219,470,1513763449710098243,38,0,4,101
219,476,1513763509649338071,38,0,4,104
219,476,1513763569652939222,38,0,3,107
219,475,1513763629638204967,38,0,3,105
219,456,1513763689641420266,38,0,4,105
219,477,1513763749646116567,38,0,4,102
220,479,1513763809633018250,38,0,4,100
220,485,1513763869631835991,38,0,4,101
220,470,1513763929632283661,38,0,4,102
220,476,1513763989621647024,38,0,4,103
220,483,1513764049615957504,38,1,4,103
220,486,1513764109613556678,38,2,5,100
220,487,1513764169612318547,38,0,5,102
221,496,1513764229610909321,38,0,5,99
220,488,1513764289710767321,38,0,5,98
221,499,1513764349605032838,38,0,5,99
221,504,1513764469593818742,38,0,5,103
221,510,1513764529586161230,39,0,5,105
222,505,1513764589590137026,38,1,5,104
221,500,1513764649597482815,38,2,5,102
221,510,1513764709583000916,38,0,5,101
221,519,1513764769583739909,38,0,5,101
222,499,1513764829573581597,38,0,5,101
221,505,1513764889572750245,38,0,5,99
222,508,1513764949570081867,39,0,5,100
221,498,1513765069556414374,39,0,4,103
222,482,1513765189544162068,38,0,4,97
222,488,1513765249560599791,38,2,4,96
222,482,1513765309542181788,38,0,4,92
223,488,1513765429538320086,38,0,4,96
224,471,1513765489532780235,38,0,4,99
224,476,1513765549528695143,38,0,4,103
226,470,1513765669521856442,38,0,4,105
226,480,1513765729521513321,38,0,4,100
227,477,1513765789522215411,38,0,4,98
227,478,1513765849507187924,38,0,4,94
227,459,1513765909506805139,38,0,4,94
228,492,1513766089501172132,37,0,4,98
228,498,1513766149493855158,37,0,4,98
228,491,1513766329478819290,38,2,4,102
228,514,1513766389481377433,38,0,4,104
228,503,1513766449475525671,38,0,4,106
228,513,1513766509487228226,38,1,4,104
228,505,1513766569468156173,38,0,4,101
228,514,1513766689467826185,38,0,4,95
228,499,1513766749460745868,38,0,4,93
227,494,1513766809465313333,38,0,4,94
228,515,1513766869450492552,38,0,4,97
227,501,1513766929448589392,38,0,4,101
228,501,1513766989450348316,38,0,4,103
227,512,1513767109471169463,38,2,4,103
228,505,1513767169432309696,38,0,4,102
228,505,1513767229439733874,38,0,4,100
227,514,1513767289436066472,38,0,4,99
227,496,1513767349428489093,38,0,4,99
227,497,1513767409422577482,38,0,4,97
227,513,1513767589489402829,38,2,4,96
227,511,1513767649401647113,38,1,4,97
226,514,1513767709403967112,38,2,4,97
226,505,1513767769400034536,38,0,4,96
226,511,1513767829391807394,38,0,4,94
226,521,1513767889398434611,38,0,4,96
226,520,1513767949381904346,38,0,4,99
226,514,1513768009386592776,38,0,4,101
226,509,1513768069387759037,38,0,4,101
227,509,1513768129374460173,38,0,4,103
226,506,1513768189375385820,38,0,4,105
226,490,1513768249369835002,38,1,4,108
227,506,1513768309362273666,38,0,4,106
226,506,1513768369370266495,38,0,4,105
226,507,1513768429362673327,38,0,4,103
226,490,1513768489360072926,38,2,4,103
226,507,1513768549349779914,38,0,4,101
226,497,1513768609355333195,38,1,4,101
226,487,1513768669406633087,38,2,4,99
226,478,1513768729346620572,38,1,4,101
226,507,1513768909336459240,38,1,4,99
226,508,1513769029316310789,39,1,4,99
226,514,1513769089317156542,39,2,4,99
226,504,1513769209310678782,39,0,4,101
226,510,1513769269306522714,39,0,4,102
226,500,1513769329302348444,39,0,4,102
226,496,1513769389295183474,39,1,4,102
226,500,1513769449296222751,39,0,4,100
226,504,1513769569287931005,39,1,4,100
226,501,1513769629288558724,39,2,4,98
226,504,1513769749283802055,38,0,4,99
226,506,1513769809272583460,39,0,4,99
226,492,1513769869281617422,39,0,4,99
226,484,1513769929273943479,39,1,4,100
226,499,1513769989263479452,38,0,4,98
226,492,1513770049265044042,39,0,4,96
226,492,1513770109255765978,38,0,4,97
226,477,1513770169253430990,38,0,4,96
226,492,1513770229256497227,38,0,4,98
226,473,1513770289246043782,38,2,4,97
226,473,1513770349241218793,38,0,4,96
226,496,1513770409237650730,38,0,4,96
226,483,1513770469241823281,38,0,4,97
226,480,1513770529234325949,38,0,4,96
226,490,1513770589228872986,38,0,4,95
226,488,1513770649223527724,38,1,4,93
226,479,1513770709223948573,38,3,4,92
226,483,1513770829216163263,38,2,4,94
226,479,1513770889273662991,38,2,4,96
226,472,1513770949224342998,38,1,4,96
226,482,1513771009210602697,38,2,4,96
226,477,1513771069196825853,38,0,4,94
226,492,1513771129199035979,38,0,4,96
226,480,1513771189194881522,38,1,4,97
227,533,1513772989085760631,39,1,7,86
227,541,1513773049084606286,39,2,7,88
227,557,1513773109077528764,39,0,7,89
226,537,1513773169073468900,39,1,7,88
227,535,1513773229077255903,39,3,7,88
227,535,1513773289072442154,39,1,7,91
227,541,1513773349061841612,39,0,4,93
227,509,1513773469060925623,39,0,4,95
227,504,1513773529054618106,39,0,4,95
227,485,1513773589046141243,38,0,4,93
227,490,1513773649043335829,38,0,4,91
227,499,1513773709146186981,38,0,4,91
227,479,1513773889037568954,38,0,4,91
227,481,1513773949029164137,38,0,4,93
227,490,1513774009026928048,38,0,4,93
227,487,1513774069020259743,38,0,4,93
227,495,1513774129029015115,38,2,4,94
227,500,1513774189014594857,39,1,4,93
228,493,1513774249017460358,38,2,4,94
228,496,1513774309004963048,38,0,4,95
228,491,1513774369003861029,39,0,4,95
227,473,1513774429003628519,38,2,7,93
227,518,1513774488992118315,39,1,7,94
227,498,1513774548997944085,39,2,7,93
228,530,1513774608995936958,39,1,7,96
228,526,1513774669007291245,39,0,7,95
228,528,1513774728979232167,39,3,7,93
227,547,1513774789101795122,39,1,8,94
227,540,1513774908980269986,39,2,8,93
228,547,1513774968963171361,39,1,8,90
228,565,1513775028976759337,39,0,8,91
227,550,1513775088958425398,39,2,8,93
228,542,1513775148961758533,39,1,8,95
228,555,1513775208956014240,39,3,8,91
228,570,1513775328943368335,39,2,9,87
228,568,1513775388945029186,39,0,9,84
228,571,1513775448940507027,39,1,9,85
228,580,1513775508937474134,39,3,9,85
228,575,1513775568926965527,39,0,9,87
228,574,1513775628933575762,39,1,9,87
228,558,1513775688922066470,39,2,9,90
228,565,1513775748925119021,39,1,9,87
228,602,1513775869034848115,39,1,9,87
228,579,1513775928916730681,39,2,9,87
228,591,1513775988908158150,39,1,9,86
228,589,1513776048903775426,39,2,10,87
228,598,1513776108898476228,39,2,10,89
229,586,1513776168902893367,39,1,10,89
229,578,1513776228914874170,39,2,10,86
229,568,1513776288894475035,39,1,10,84
229,585,1513776348890430871,39,2,10,82
230,599,1513776408882171395,39,1,10,81
229,590,1513776468885444242,39,2,10,84
229,573,1513776528872081558,39,2,10,86
229,584,1513776588870505814,39,0,10,86
229,576,1513776648959264287,39,2,6,88
229,580,1513776708866712782,39,1,6,87
229,548,1513776768859009019,39,2,6,84
229,556,1513776828873965166,39,2,6,84
229,531,1513777068849304395,39,1,7,82
229,542,1513777128837750647,39,3,7,77
228,551,1513777188843809135,39,0,7,79
229,544,1513777248836727625,39,2,7,86
229,561,1513777308830691890,39,1,7,89
229,560,1513777368829934890,39,2,7,89
228,549,1513777428818710601,39,0,7,90
229,537,1513777488820272459,39,0,7,91
228,542,1513777548830150143,39,0,7,93
228,546,1513777608813989245,39,1,7,91
228,538,1513777668842906638,39,2,7,91
228,541,1513777728804487242,39,0,7,90
228,528,1513777788798354083,39,2,7,89
228,521,1513777848802988044,39,1,7,89
228,518,1513777908791857867,39,2,7,87
227,518,1513777968792771994,39,0,7,86
228,498,1513778028796228122,39,2,7,85
228,499,1513778088783822999,39,1,7,85
228,507,1513778148782768203,39,0,7,82
227,508,1513778208771174347,39,0,7,81
228,510,1513778268780452528,39,0,7,81
227,507,1513778328765627613,39,2,7,82
227,520,1513778388763011414,39,1,7,83
227,517,1513778448769113322,39,3,7,80
228,524,1513778508761005939,39,2,8,81
228,521,1513778568751050906,39,1,8,81
227,546,1513778688752120276,39,0,8,80
227,549,1513778748742490307,39,1,8,79
228,535,1513778808737199903,39,0,8,80
228,540,1513778868735090601,39,2,8,79
227,543,1513778928736840209,39,0,8,80
227,552,1513778988733639449,39,0,8,79
227,549,1513779048730536784,39,0,8,79
227,540,1513779108795785102,39,1,8,82
227,544,1513779168719855695,39,2,8,81
227,536,1513779228715424428,39,2,8,83
227,543,1513779288709630969,39,0,8,83
228,521,1513779348811662049,39,0,8,80
227,524,1513779408706845954,39,0,7,79
227,528,1513779468698793962,39,0,7,79
227,530,1513779528834971012,39,0,7,79
227,512,1513779588699405679,39,1,7,79
227,520,1513779648699505650,39,0,7,79
227,521,1513779708691441388,39,2,7,81
227,518,1513779768686798851,39,0,7,80
228,505,1513779828682387707,39,0,7,80
226,497,1513779888678117862,39,1,7,80
227,495,1513779948678246486,39,2,7,79
226,503,1513780008675267465,39,1,7,79
227,518,1513780068668327404,39,0,7,78
226,524,1513780128663040807,39,0,7,77
227,525,1513780188746395541,39,2,7,77
226,510,1513780248665611918,39,1,7,77
226,514,1513780308653606772,39,0,7,79
227,515,1513780368651936184,39,2,7,76
226,506,1513780428649621929,39,1,7,78
226,526,1513780488644618617,39,2,7,78
226,513,1513780608630224332,39,0,7,79
226,526,1513780728631119776,39,0,7,78
227,510,1513780788628047247,39,2,7,79
226,535,1513780848622879076,39,0,7,79
226,520,1513780908621255471,39,1,7,79
226,526,1513780968620998870,39,2,7,76
226,524,1513781028611663045,39,0,7,76
226,527,1513781088614543050,39,0,7,76
227,518,1513781148605214977,39,0,7,75
226,530,1513781268595633937,39,0,7,74
227,531,1513781328591975342,39,0,7,75
227,528,1513781388598571145,39,2,7,74
226,524,1513781448585454785,39,0,7,73
227,533,1513781508581858245,39,0,7,72
227,508,1513781568576147351,39,0,7,72
226,511,1513781628578580651,39,0,7,73
227,513,1513781688572575602,39,1,7,73
227,504,1513781748616211452,39,0,7,72
226,533,1513781808559699308,39,2,7,70
227,518,1513781868574630852,39,1,7,69
226,558,1513781928555419262,39,2,7,70
227,540,1513781988599638345,39,0,7,71
226,521,1513782048553362986,39,0,7,71
227,519,1513782108546914719,39,0,7,71
226,522,1513782168540013630,39,1,7,71
227,505,1513782228540643690,39,0,7,71
227,513,1513782288540203459,39,0,7,72
226,524,1513782348527524353,39,0,7,71
227,531,1513782408530178438,39,0,7,71
226,518,1513782468525613065,39,0,7,71
227,517,1513782528524645802,39,2,7,70
227,512,1513782588515069931,39,1,7,71
227,496,1513782648509557196,39,0,7,70
227,524,1513782708506569529,39,0,7,70
227,509,1513782768527567177,39,0,7,70
227,517,1513782828527377665,39,0,7,69
227,512,1513782888524215549,39,2,7,71
227,496,1513782948520457158,39,0,7,70
227,508,1513784988398089271,39,0,8,67
227,498,1513785048392023397,39,0,8,68
227,500,1513785108428781797,39,2,8,67
227,497,1513785168387387730,39,1,8,69
227,496,1513785228374923612,39,2,8,68
226,509,1513785288379231933,39,0,8,67
227,511,1513785348378127226,39,0,8,68
227,516,1513785408372965948,39,1,8,67
226,526,1513785528357831492,39,0,8,69
227,516,1513785588356109621,39,1,8,68
226,509,1513785648357196704,39,2,8,68
227,504,1513785708478832020,39,1,8,68
227,497,1513785768348949371,39,3,8,68
227,478,1513785828341968398,39,0,8,68
226,494,1513785888341055050,39,1,8,68
226,498,1513785948343750883,39,0,8,68
226,503,1513786008341346367,39,0,8,68
226,490,1513786068332307663,39,0,8,68
226,494,1513786128326869201,39,1,8,69
226,483,1513786188482330980,39,2,8,68
226,491,1513786248322503375,39,1,8,69
226,502,1513786308313837650,39,0,8,70
226,510,1513786368307628658,39,0,8,69
225,507,1513786428307936180,39,2,8,68
225,526,1513786488297723743,39,0,8,68
225,518,1513786548297218667,39,0,8,68
225,535,1513786608293822181,39,1,7,68
224,541,1513786668294691872,39,2,7,69
224,552,1513786728284237028,40,1,7,70
224,565,1513786788288882094,40,3,7,71
224,550,1513786848279095823,40,1,6,70
224,548,1513786908280588019,40,2,6,68
224,563,1513786968273863538,40,1,6,66
223,593,1513787088276330499,40,1,6,68
223,582,1513787148265008964,40,2,6,66
223,590,1513787208263579277,40,1,6,68
223,601,1513787268275527830,40,2,6,71
223,583,1513787328270970761,40,0,6,70
223,587,1513787388250639165,40,1,6,71
223,594,1513787448243136105,40,0,6,71
223,577,1513787508238632137,40,2,6,71
223,565,1513787568239096728,40,0,6,71
223,572,1513787628235938694,40,1,6,71
223,576,1513787688234098222,40,0,6,72
223,575,1513787748229436289,40,2,6,71
222,578,1513787808221020079,40,1,6,72
223,563,1513787868225157024,40,2,6,71
222,568,1513787928222212116,40,0,6,71
223,574,1513787988224040007,40,0,6,71
223,559,1513788048216926656,40,1,6,71
222,559,1513788108212724997,40,0,6,71
222,568,1513788168206263132,40,2,6,71
222,567,1513788228198883144,40,1,6,70
222,568,1513788288205437882,40,0,6,71
222,560,1513788468184297723,40,1,6,73
222,549,1513788528193192835,40,0,6,72
222,548,1513788588185204869,40,0,6,72
222,551,1513788648173147395,40,0,6,72
222,543,1513788708177687922,40,0,6,71
222,540,1513788828170264548,40,0,6,70
221,555,1513788888156458417,40,0,6,71
221,529,1513788948156225951,40,1,6,70
221,546,1513789008152950742,40,2,6,69
222,536,1513789068155148195,40,1,6,70
221,550,1513789128146598136,40,0,6,71
221,556,1513789188147438009,40,2,6,70
221,550,1513789248138972459,40,1,6,71
221,553,1513789368134708676,40,0,6,72
221,548,1513789428136136590,40,1,6,74
220,542,1513789488133080394,40,2,3,76
221,545,1513789548120147654,40,0,3,75
221,530,1513789608125001541,40,0,3,74
221,521,1513789728112832665,40,0,3,75
220,510,1513789848113904992,40,0,3,75
220,506,1513789908116522950,40,1,3,77
221,501,1513789968103027094,40,0,3,76
220,480,1513790028093634970,40,0,3,75
221,482,1513790088085367056,40,3,3,76
221,502,1513790148089436511,40,0,3,76
220,498,1513790208087827569,40,0,3,75
220,486,1513790268080189892,40,0,3,76
220,478,1513790328076936768,40,2,3,73
220,484,1513790388075986693,40,1,3,78
220,485,1513790448070049597,40,0,2,78
220,484,1513790508142634452,40,0,2,78
220,474,1513790568064728305,40,0,2,78
220,470,1513790628078640143,40,0,2,78
220,470,1513790688054919165,40,0,2,78
220,471,1513790748049624359,40,0,2,78
220,460,1513790808055268262,40,0,2,78
220,458,1513790868048560497,40,2,2,78
220,442,1513790928040327021,40,0,2,78
220,461,1513790988048807225,40,0,2,78
220,466,1513791048038241897,40,0,2,77
220,462,1513791108030132022,40,0,2,77
220,459,1513791168036870861,40,0,2,77
220,457,1513791228029026238,40,0,2,77
220,454,1513791288023218986,40,0,2,77
220,460,1513791348013992434,40,0,2,77
220,454,1513791408014175442,40,0,2,78
220,456,1513791468018120698,40,0,2,78
220,451,1513791528028662824,40,0,2,77
220,468,1513791587997800522,40,1,2,77
220,461,1513791647997667925,40,0,2,77
220,446,1513791708000253892,40,0,2,77
221,454,1513791768001978208,40,2,2,76
220,460,1513791827985140769,40,0,2,76
221,464,1513791887984253712,40,0,2,77
220,447,1513791948079721458,40,0,2,76
220,453,1513792007986719063,40,0,2,77
220,435,1513792067979573560,40,0,2,77
220,449,1513792127973653759,40,0,2,77
220,457,1513792187962397294,40,0,2,77
221,440,1513792247966158163,40,0,2,77
220,453,1513792307956438576,40,0,2,77
221,444,1513792367951151336,40,0,2,77
220,443,1513792427951063503,40,0,2,77
221,443,1513792487951099102,40,0,2,77
220,442,1513792607944482872,40,0,2,77
220,447,1513792667943658612,40,1,2,77
220,445,1513792727943978772,40,0,2,77
220,456,1513792787932772727,40,0,2,77
220,448,1513792847936222070,40,0,2,77
220,457,1513792907928323062,40,0,2,76
221,446,1513792967929384825,40,0,2,76
220,447,1513793027920175853,40,0,2,77
220,448,1513793087920173740,40,0,2,77
220,449,1513793147915016949,40,0,2,77
220,442,1513793207920839180,40,0,2,77
220,452,1513793267913856591,40,0,2,77
220,436,1513793387980896013,40,0,2,77
220,458,1513793447896691080,40,0,2,76
220,452,1513793507887955318,40,0,2,76
219,447,1513793567903702509,40,0,2,76
219,450,1513793627879890989,40,0,2,77
219,449,1513793687879171394,40,0,2,76
219,438,1513793747876548217,40,0,2,77
219,440,1513793807876956679,40,0,2,77
219,452,1513793927862063723,40,0,2,77
219,453,1513793987860585029,40,0,2,77
216,453,1513796207729532252,40,0,1,80
216,451,1513796267722084393,40,0,1,80
215,454,1513796327730386337,40,0,1,80
216,456,1513796387725632785,40,0,1,80
216,452,1513796447719585077,40,0,1,80
215,441,1513796507716775688,40,0,1,80
216,436,1513796567715102632,40,0,1,80
216,441,1513796627723611136,40,0,1,80
216,432,1513796687873995392,40,0,1,80
216,433,1513796747698590886,40,0,1,80
215,435,1513796807702670232,40,0,1,80
215,427,1513796867694108449,40,0,1,80
215,425,1513796927697252643,40,0,1,80
215,428,1513796987685970647,40,0,1,80
215,429,1513797047679538831,40,0,1,80
214,435,1513797107678410621,40,0,1,80
215,423,1513797167680038750,40,0,1,80
214,427,1513797287665084436,40,0,1,80
214,408,1513797347661671497,40,0,1,80
214,414,1513797407671695128,40,0,1,80
214,429,1513797467700575507,40,0,1,80
214,423,1513797527694496771,40,0,1,80
214,423,1513797587675865464,41,1,1,78
214,428,1513797647640487285,40,0,1,78
214,433,1513797707641890391,40,0,1,79
213,427,1513797767636613502,41,0,1,79
213,411,1513797827635385867,41,0,1,79
213,431,1513797887633240687,41,2,1,2
213,420,1513798007618805860,40,0,1,2
213,425,1513798067620724293,41,0,1,2
213,398,1513798127652508851,41,0,1,2
213,403,1513798187608984787,41,0,1,2
213,410,1513798247609310826,41,0,1,2
212,421,1513798307599830491,41,0,1,2
212,407,1513798367603144601,41,0,1,2
212,401,1513798427596265377,41,0,1,2
212,400,1513798487594509268,41,0,1,2
212,406,1513798547589583863,41,0,1,2
212,393,1513798667585326050,41,0,1,2
212,409,1513798727575180505,41,0,1,2
212,397,1513798847569338527,41,0,1,2
211,414,1513798907565670601,41,0,1,2
211,395,1513798967566300660,41,0,1,2
211,404,1513799027555147919,41,0,1,2
211,402,1513799087557927971,41,0,1,2
211,396,1513799147550995232,41,0,1,2
211,401,1513799207547318703,41,0,1,2
210,400,1513799267558232697,41,0,1,2
210,391,1513799327544236709,41,0,1,2
210,398,1513799387580059616,41,0,1,2
210,386,1513799447539098005,41,0,1,2
210,396,1513799507533179592,41,0,1,2
209,400,1513799567550816478,41,0,1,2
209,395,1513799627523926229,41,0,1,2
210,396,1513799687529668226,41,0,1,2
210,416,1513799747518252965,41,0,1,2
221,387,1513842164987722074,40,0,0,82
221,388,1513842224979286001,40,0,0,82
220,385,1513842284972261701,40,0,0,82
220,384,1513842344972841456,40,0,0,82
221,395,1513842404969562179,40,0,0,82
221,382,1513842464966998559,40,0,0,82
221,387,1513842524979699576,40,0,0,82
221,400,1513842584957006678,40,0,0,82
220,390,1513842644955019381,40,0,0,82
221,392,1513842704956959846,40,0,0,82
221,387,1513842764945515626,40,0,0,82
220,396,1513842824942964254,40,0,0,82
220,396,1513842884935872680,40,0,0,82
220,392,1513842944939345952,40,0,0,82
221,397,1513843004935982210,40,0,0,82
221,394,1513843064930826546,40,0,0,82
221,402,1513843124934645711,40,0,0,82
221,393,1513843184925670335,40,0,0,82
221,398,1513843244932855406,40,0,0,83
221,386,1513843304949090851,40,0,0,83
221,395,1513843364912858959,40,0,0,83
221,401,1513843424911186000,40,0,0,82
220,391,1513843484901441599,40,0,0,83
221,420,1513843544909157419,41,0,0,83
220,415,1513843604895945247,41,0,0,83
220,422,1513843664891245275,41,0,0,83
220,422,1513843724892374012,41,0,0,83
220,424,1513843784905828968,41,0,0,83
220,429,1513843844880343766,41,0,0,83
220,432,1513843904901215691,41,0,0,83
220,427,1513843964876824612,41,0,0,83
220,424,1513844024869958977,41,0,0,84
220,434,1513844084864669662,41,0,0,84
221,429,1513844144869253217,41,0,0,84
221,421,1513844204871113176,41,0,0,84
221,429,1513844264858756844,41,0,0,83
221,439,1513844324860588674,41,0,0,83
220,430,1513844384878982831,41,0,0,84
220,423,1513844444901049782,41,0,0,84
221,437,1513844504850939381,41,0,0,84
221,429,1513844564845021237,41,0,0,85
220,441,1513844624840059329,41,0,0,85
221,436,1513844684836573605,41,0,0,85
221,430,1513844744825472818,41,0,0,86
221,434,1513844864821082703,41,0,0,85
221,432,1513844924816252268,41,0,0,86
221,449,1513844984817915707,41,0,0,87
221,441,1513845044816806100,41,0,0,87
221,438,1513845104868003089,41,0,0,87
221,431,1513845164804759560,41,0,0,86
222,444,1513845224813717452,41,0,0,86
221,425,1513845284802767510,41,0,0,87
222,433,1513845344792983500,41,2,0,84
222,439,1513845404839438419,41,2,0,84
221,445,1513845464791552650,41,1,0,85
222,465,1513845524794106258,41,2,0,85
222,490,1513845584784091829,41,0,0,84
222,487,1513845644771591835,41,1,0,83
222,468,1513845704775500281,41,2,5,82
222,501,1513845764772916311,41,1,5,82
222,504,1513845824764003540,42,0,5,83
222,494,1513845884767833487,41,0,5,83
222,495,1513845944762293425,42,0,5,83
222,508,1513846004758767362,42,0,5,83
222,508,1513846064755388666,42,3,5,78
222,512,1513846124752316708,42,1,5,79
223,532,1513846184741545880,42,0,5,78
223,521,1513846244744093258,42,0,5,80
223,528,1513846304741789257,42,0,5,82
223,518,1513846364731991369,42,0,5,80
223,532,1513846424729034247,42,2,5,80
223,538,1513846484724033437,42,1,5,80
223,551,1513846544724778722,42,0,5,80
223,545,1513846604721196971,42,2,5,81
223,551,1513846664720826445,42,0,5,81
222,548,1513846724722451902,42,2,5,80
222,540,1513846844708665332,42,0,5,79
222,545,1513846904705871749,42,0,5,78
222,557,1513846964700290637,42,0,5,79
222,560,1513847024704300101,42,0,5,79
222,566,1513847084701839678,42,1,5,79
222,559,1513847144695531615,42,2,5,79
222,560,1513847204710306992,42,1,5,80
222,558,1513847264679684276,42,0,5,81
222,560,1513847324673672527,42,0,5,80
223,558,1513847384682235007,42,2,5,81
222,560,1513847444675329459,42,1,5,81
222,562,1513847504666560333,42,0,6,81
222,556,1513847564667533540,42,0,6,82
222,549,1513847624655670771,42,0,6,82
222,545,1513847684663850217,42,0,6,83
222,543,1513847744656100615,42,0,6,83
222,555,1513847804650510716,42,0,6,83
222,562,1513847864639984584,42,0,6,83
222,553,1513847924649975633,42,2,6,83
222,559,1513847984640728476,42,0,6,83
222,549,1513848044633428655,42,0,6,83
222,535,1513848104630726976,42,0,6,84
222,562,1513848164627965100,42,0,6,85
223,560,1513848224625475825,42,1,6,85
222,556,1513848284626774033,42,0,6,86
223,545,1513848344617354370,42,0,6,86
223,550,1513848404616720716,42,0,6,85
222,553,1513848464610013833,42,0,6,86
222,549,1513848524623112561,42,0,6,86
223,553,1513848584610282796,42,0,6,86
222,551,1513848644661910287,42,2,6,86
222,554,1513848704657851513,42,0,6,87
222,548,1513848764594618605,42,2,6,87
222,557,1513848824595005104,42,0,6,84
222,545,1513848884584440630,42,1,6,86
222,550,1513848944588529449,42,2,6,84
222,560,1513849004584051388,42,0,6,85
222,553,1513849064575349557,42,0,6,86
222,548,1513849124606445078,42,0,6,87
222,546,1513849184565993899,42,0,6,86
222,553,1513849244565867441,42,0,6,85
222,568,1513849304566570742,42,0,6,85
222,544,1513849364562210691,42,0,6,85
222,558,1513849424632047212,42,0,6,84
223,564,1513849484549584656,42,1,6,84
223,549,1513849544553915579,42,2,6,84
223,551,1513849604542348655,42,1,6,82
223,552,1513849664544391798,42,3,6,80
223,558,1513849724545188140,42,0,6,82
223,564,1513849784534719384,42,0,6,81
223,572,1513849844534826307,42,1,6,85
223,572,1513849904529514602,42,2,6,86
223,568,1513849964525225123,42,0,6,87
224,583,1513850024518608585,42,0,6,87
223,571,1513850084526997559,42,0,6,87
223,574,1513850144514485108,42,1,6,87
224,568,1513850204516622890,42,2,6,87
223,584,1513850264506424781,42,0,6,87
224,578,1513850324511608808,42,0,6,87
223,584,1513850384496449490,42,1,6,89
224,575,1513850444493760476,42,0,6,89
224,574,1513850504487281814,42,2,6,89
224,569,1513850564488520254,42,1,6,89
223,563,1513850624492044661,42,2,6,88
224,571,1513850684485380524,42,1,6,89
224,577,1513850744479251771,42,0,6,88
223,582,1513850804473554704,42,0,6,87
