temperature,humidity,time,motion,light,person_count,co2
217,60,1513681435072610460,1,51,9,3426
217,60,1513681476267394269,1,50,9,3458
217,60,1513681517552096246,2,50,9,3524
217,60,1513681573861070433,0,49,9,3540
217,60,1513681615059805992,1,49,9,3540
217,60,1513681697476897555,1,48,8,3572
217,60,1513681738656998976,1,48,8,3551
217,60,1513681779860776805,1,50,8,3573
217,60,1513681821055415359,1,50,8,3573
216,60,1513681873857147985,0,52,8,3550
216,60,1513681915049070740,1,52,8,3550
217,60,1513681956242969487,1,52,8,3603
217,60,1513681997445514177,1,52,8,3603
216,60,1513682079839004535,1,36,8,3671
216,60,1513682121039357436,2,43,6,3589
216,59,1513682173837645602,0,41,6,3545
216,59,1513682230315719320,1,41,6,3545
216,59,1513682312711378061,2,50,6,3513
216,59,1513682353914545055,1,50,6,3513
215,60,1513682395106844655,1,57,6,3637
215,60,1513682436305358538,1,57,6,3637
215,60,1513682477504613625,1,54,6,3628
215,61,1513682559899233361,1,58,6,3682
215,61,1513682601105934693,1,56,6,3699
215,61,1513682642298731182,1,48,6,3770
215,61,1513682724694084043,1,55,6,3756
215,61,1513682765905303299,1,57,6,3846
215,61,1513682807103124182,1,55,6,3830
214,61,1513682848317568970,2,58,6,3823
214,61,1513682889499023747,1,58,6,3823
215,61,1513682930710553824,1,45,6,3832
215,61,1513682971909447216,1,45,6,3832
215,62,1513683013098970583,1,50,6,3840
214,62,1513683054296247687,1,51,9,3840
214,62,1513683095500171471,1,51,9,3840
214,62,1513683136697192338,1,52,9,3866
214,62,1513683177897199518,1,56,9,3920
215,62,1513683219091960234,1,50,9,3947
214,62,1513683260294950162,2,51,9,3908
214,62,1513683301497733101,1,51,9,3908
215,62,1513683342689053693,1,51,9,3955
215,63,1513683383903569112,2,50,9,4001
214,63,1513683433748100585,0,53,9,3969
214,63,1513683493747358120,0,53,9,4004
214,63,1513683534941941712,1,53,9,4004
214,63,1513683576148995534,1,54,9,4016
214,63,1513683617348143644,1,54,9,4016
214,63,1513683673735495265,0,54,9,4025
214,63,1513683733733555569,0,56,8,4098
214,63,1513683793737714451,0,56,8,4084
214,63,1513683834930657622,1,56,8,4084
214,64,1513683876133746692,1,56,8,4094
214,64,1513683917328017325,2,57,8,4110
214,64,1513683973719661907,0,65,8,4133
214,64,1513684014921792930,1,65,8,4133
214,64,1513684056134988697,1,65,8,4133
214,62,1513684097316105443,0,45,8,4023
214,62,1513684153712990612,0,45,8,3968
214,61,1513684213703505105,0,42,8,3953
213,61,1513684273708522126,0,47,8,3925
213,61,1513684333700150144,0,39,8,3960
212,61,1513684393709505244,0,41,5,3962
212,61,1513684442722789589,1,41,3,3962
212,61,1513684483924894612,1,39,3,3946
212,61,1513684525124422875,1,39,3,3946
212,61,1513684573683874817,0,103,3,3959
212,61,1513684634035833557,0,96,3,3872
212,61,1513684682445757012,1,96,3,3872
211,61,1513684723645052431,1,53,3,3789
211,60,1513684764871363909,2,41,3,3763
211,60,1513684813668515167,0,39,3,3705
211,60,1513684873669621960,0,36,3,3673
211,60,1513684914870125757,1,36,3,3673
210,60,1513684956065182893,1,37,3,3656
209,60,1513684997320746818,2,37,3,3629
209,60,1513685053652259910,0,51,3,3666
209,60,1513685113650696169,0,46,3,3605
209,60,1513685173652469207,0,46,3,3547
209,60,1513685233643179258,0,45,3,3551
208,59,1513685293649274475,0,49,3,3530
208,59,1513685353643914893,0,55,3,3500
208,59,1513685413647581324,0,63,3,3497
208,59,1513685473634513186,0,53,3,3508
208,59,1513685533635171175,0,45,3,3482
207,59,1513685593654681934,0,42,3,3493
207,59,1513685653625488771,0,53,3,3490
207,59,1513685713617905242,0,57,3,3441
206,59,1513685773616424631,0,50,3,3469
206,59,1513685833619961624,0,45,3,3430
206,59,1513685893611152604,0,40,3,3440
206,59,1513685953609956229,0,40,3,3410
206,59,1513686013788539644,0,47,3,3407
205,59,1513686073597540044,0,44,3,3412
205,59,1513686133601356931,0,61,3,3396
205,59,1513686193596596657,0,81,3,3391
205,59,1513686253586991323,0,66,3,3375
204,59,1513686313583264741,0,58,3,3371
204,59,1513686373583708803,0,90,3,3361
205,59,1513686433583911639,0,84,3,3371
204,59,1513686493589050673,0,91,3,3334
204,59,1513686553568969945,0,99,3,3316
204,59,1513686613566174872,0,69,3,3327
203,59,1513686673565513069,0,62,3,3316
204,59,1513686733563594947,0,66,3,3305
204,59,1513686793557023895,0,74,3,3303
203,59,1513686853549017577,0,66,3,3271
203,58,1513686913550615470,0,70,3,3282
203,58,1513686973548667111,0,103,3,3280
203,58,1513687033544197584,0,105,3,3264
203,58,1513687093542408970,0,106,1,3255
203,58,1513687153541991685,0,95,1,3255
203,58,1513687213537026020,0,96,1,3233
202,58,1513687273532817581,0,88,1,3224
202,58,1513687333523243501,0,73,1,3218
202,58,1513687393528052069,0,72,1,3204
202,58,1513687453534920261,0,64,1,3191
202,58,1513687513515674660,0,53,1,3174
202,58,1513687573513862675,0,51,1,3204
202,58,1513687633505993439,0,58,1,3166
202,58,1513687693503155016,0,64,1,3175
202,58,1513687753496205265,0,68,1,3191
201,58,1513687813512518945,0,69,1,3181
201,58,1513687873499029681,0,63,1,3161
201,58,1513687933505498775,0,60,1,3147
201,58,1513687993514425478,0,53,1,3126
201,58,1513688053483973953,0,47,1,3128
201,58,1513688113482496749,0,50,1,3105
200,58,1513688173492259381,0,47,1,3135
201,58,1513688233475292283,0,54,1,3110
200,58,1513688293478726197,0,56,1,3109
201,58,1513688353464208438,0,58,1,3089
200,58,1513688413461425934,0,59,1,3092
201,58,1513688473464234089,0,58,1,3084
200,58,1513688533453834255,0,52,1,3073
200,58,1513688593451905943,0,51,1,3055
200,58,1513688653456258526,0,52,1,3051
200,58,1513688713445826820,0,46,3,3047
200,58,1513688773438812871,0,39,3,3043
200,58,1513688833438172138,0,38,3,3033
200,58,1513688893488699590,0,40,3,3029
199,58,1513688953436912943,0,41,3,3000
199,58,1513689013436473549,0,38,3,3017
199,58,1513689073429060400,0,36,3,2990
199,58,1513689133415306123,0,31,3,2982
199,58,1513689193415281857,0,32,3,2993
199,57,1513689253413059954,0,32,3,2996
199,58,1513689313410372502,0,32,3,2969
199,57,1513689373405966542,0,34,3,2989
198,57,1513689433409139619,0,35,3,2963
198,57,1513689493397303689,0,32,3,2950
198,58,1513689553409277404,0,32,4,2950
198,57,1513689613437578192,0,33,4,2956
198,57,1513689673388957271,0,29,4,2925
198,57,1513689733385793156,0,29,4,2933
198,57,1513689793384132544,0,34,4,2919
198,57,1513689853378387948,0,33,3,2923
197,57,1513689913380069449,0,32,3,2917
197,57,1513689973377163492,0,30,3,2897
197,57,1513690033372389035,0,31,3,2885
197,57,1513690093365162049,0,33,3,2860
197,57,1513690153410554852,0,34,3,2875
197,57,1513690213356524770,0,37,3,2884
197,57,1513690273353170068,0,39,3,2881
197,57,1513690333352305937,0,41,3,2864
197,57,1513690393352916111,0,41,3,2854
196,57,1513690453449187837,0,43,3,2839
196,57,1513690513340629272,0,43,3,2850
196,57,1513690573333868578,0,50,3,2854
196,57,1513690633330798024,0,47,3,2847
196,57,1513690693325341527,0,47,3,2840
196,57,1513690753342731652,0,45,3,2848
196,57,1513690873329083786,0,41,5,2825
196,57,1513690933309655124,0,38,5,2829
196,57,1513690993338169935,0,35,5,2803
196,57,1513691053309383335,0,33,5,2790
196,57,1513691113299388149,0,34,5,2783
196,57,1513691173307779855,0,32,5,2779
195,57,1513691233296383430,0,31,5,2773
196,57,1513691293309723840,0,30,5,2768
195,57,1513691353287075402,0,28,5,2761
196,57,1513691413342983977,0,27,5,2748
196,57,1513691473290998802,0,25,5,2744
196,57,1513691533281754131,0,24,5,2735
195,57,1513691593278027811,0,23,5,2733
195,57,1513691653275896149,0,23,5,2724
195,57,1513691713282302112,0,22,5,2726
195,57,1513691773261815510,0,21,5,2714
195,57,1513691833277354158,0,20,5,2713
195,57,1513691893258574753,0,19,5,2720
195,57,1513691953255320694,0,18,5,2703
195,57,1513692013406264031,0,17,5,2693
195,57,1513692073253284045,0,15,5,2713
194,57,1513692133238936222,0,14,5,2664
195,57,1513692193244188298,0,14,5,2677
194,57,1513692253237906277,0,13,5,2650
194,57,1513692313239527033,0,13,5,2637
194,57,1513692373228787603,0,12,5,2648
194,57,1513692433262943490,0,12,5,2641
194,57,1513692493232494047,0,11,5,2639
194,57,1513692553222904643,0,11,5,2644
194,57,1513692613226008547,0,11,5,2615
194,57,1513692673213563061,0,11,5,2627
194,57,1513692733211349559,0,11,5,2612
194,57,1513692793203512124,0,10,5,2607
194,57,1513692853263039472,0,9,5,2606
194,57,1513692913215441943,0,9,5,2583
194,57,1513692973199758404,0,10,5,2602
194,57,1513693033195449910,0,9,5,2599
194,57,1513693093187692211,0,9,5,2603
193,57,1513693153187990115,0,9,5,2582
193,57,1513693213185381453,0,8,5,2573
193,57,1513693273174952371,0,8,5,2542
193,57,1513693333173706265,0,7,5,2572
193,57,1513693393168927779,0,7,5,2549
194,57,1513693453167656698,0,7,5,2548
193,57,1513693513164782894,0,8,5,2537
193,57,1513693573173620540,0,8,5,2530
193,57,1513693633181810682,0,9,5,2533
193,57,1513693693188463150,0,10,7,2525
193,56,1513693753164036229,0,9,7,2520
193,56,1513693813144867376,0,10,7,2518
193,56,1513693873142579176,0,10,7,2514
193,56,1513693933150658790,0,10,7,2512
193,56,1513693993223607952,0,9,7,2504
193,56,1513694053137136415,0,8,7,2496
193,56,1513694113153716205,0,9,7,2502
193,56,1513694173130226082,0,8,7,2496
193,56,1513694233127365032,0,9,7,2496
193,56,1513694293123624000,0,9,7,2479
193,56,1513694353120725116,0,10,7,2468
193,56,1513694413121805802,0,9,7,2452
193,56,1513694473111011568,0,9,7,2470
192,56,1513694533107116115,0,9,7,2447
193,56,1513694593101866648,0,9,7,2459
192,56,1513694653095598864,0,10,7,2457
192,56,1513694713103132218,0,10,7,2447
192,56,1513694773093767931,0,10,7,2418
192,56,1513694833089312939,0,10,7,2437
192,56,1513694893084914128,0,10,7,2416
193,56,1513694953081086850,0,10,7,2426
192,56,1513695013083435585,0,10,5,2416
192,56,1513695073077198389,0,9,5,2410
192,56,1513695133070813076,0,9,5,2434
192,56,1513695193070745438,0,8,5,2387
192,56,1513695253061164415,0,7,5,2394
192,56,1513695313060137694,0,6,5,2408
192,56,1513695373070967476,0,6,5,2379
192,56,1513695433059923513,0,6,5,2388
192,56,1513695493052253440,0,5,5,2385
192,56,1513695553049714144,0,5,5,2402
192,56,1513695613045213821,0,5,5,2365
191,56,1513695673038686612,0,5,5,2364
192,56,1513695733040777868,0,5,5,2346
192,56,1513695793117615010,0,5,5,2371
191,56,1513695853032498686,0,5,6,2360
191,56,1513695913046785512,0,5,6,2345
191,56,1513695973025176360,0,4,5,2347
192,56,1513696033024583854,0,4,5,2344
191,56,1513696093025973136,0,4,5,2337
191,56,1513696153017808129,0,4,5,2326
191,56,1513696213018142381,0,3,5,2323
191,56,1513696273024465062,0,3,5,2318
191,56,1513696333024844377,0,3,5,2315
191,56,1513696392996708479,0,3,5,2321
191,56,1513696453005331247,0,3,5,2308
191,56,1513696513253137279,0,3,6,2305
191,56,1513696572984596323,0,3,6,2300
191,56,1513696632992007602,0,3,6,2304
191,56,1513696692974596860,0,3,6,2289
191,56,1513696752988030530,0,3,6,2273
191,56,1513696813128083177,0,3,6,2285
190,56,1513696872972541991,0,3,6,2280
191,56,1513696932967470351,0,2,6,2251
190,56,1513696992963920046,0,3,6,2265
190,56,1513697052954307945,0,2,6,2262
191,56,1513697112953547196,0,2,6,2261
191,56,1513697172946111621,0,2,6,2248
190,56,1513697233030644752,0,2,6,2231
191,56,1513697292946867119,0,2,6,2255
190,56,1513697352946323520,0,2,6,2247
190,56,1513697412944468358,0,2,6,2237
190,56,1513697472931852578,0,2,6,2246
191,56,1513697532937101682,0,1,6,2248
190,56,1513697592928963268,0,1,6,2229
190,56,1513697652928743958,0,1,6,2230
190,56,1513697712925575677,0,1,6,2235
190,56,1513697772918834287,0,1,6,2225
190,56,1513697832910090793,0,1,6,2229
190,56,1513697892910762872,0,1,4,2233
190,56,1513697952908705970,0,1,4,2214
190,56,1513698012981682874,0,1,4,2209
190,56,1513698072902914411,0,1,4,2202
190,56,1513698132895830776,0,1,4,2198
189,56,1513698192899044847,0,1,4,2187
190,56,1513698252893222514,0,1,4,2173
189,56,1513698312906742566,0,1,4,2172
189,56,1513698372886004076,0,1,4,2170
189,56,1513698432866923552,0,1,4,2165
190,56,1513698492875928327,0,1,4,2189
189,56,1513698552868631013,0,1,4,2178
190,56,1513698612869716448,0,1,2,2157
189,56,1513698672863052022,0,1,2,2180
189,56,1513698732858910798,0,1,2,2153
189,56,1513698792916443459,0,1,2,2179
189,56,1513698852861971723,0,1,2,2137
189,56,1513698912854684589,0,1,2,2146
189,56,1513698972856806107,0,1,2,2143
189,56,1513699032850800579,0,1,2,2144
189,56,1513699092853452585,0,1,2,2125
189,56,1513699152842482120,0,1,2,2137
189,56,1513699212838136734,0,1,2,2148
189,56,1513699272836221393,0,1,2,2132
189,56,1513699332822322638,0,1,2,2127
189,56,1513699392824437630,0,1,2,2109
189,56,1513699452820772023,0,1,2,2113
189,56,1513699513154210694,0,1,2,2093
189,56,1513699572810299527,0,1,2,2106
189,56,1513699632811935325,0,1,2,2117
189,56,1513699692807198310,0,1,2,2106
189,56,1513699752835535651,0,1,2,2098
189,56,1513699812796930729,0,1,2,2102
189,56,1513699872909937808,0,1,2,2105
189,56,1513699932834638749,0,1,2,2103
188,56,1513699992789165983,0,1,2,2069
189,56,1513700052785998031,0,1,2,2093
188,56,1513700112789068704,0,1,2,2088
188,56,1513700172818452907,0,1,2,2085
189,56,1513700232770400050,0,1,2,2092
189,56,1513700292771111498,0,1,2,2071
189,56,1513700352771463653,0,1,2,2071
188,56,1513700412772424652,0,1,2,2052
188,56,1513700472766967840,0,1,2,2056
188,56,1513700532760874546,0,1,2,2063
188,56,1513700592751406230,0,1,2,2063
188,56,1513700652751798316,0,1,2,2055
188,56,1513700712742486791,0,1,2,2068
188,56,1513700772739033898,0,1,2,2051
188,56,1513700832760598260,0,1,2,2050
188,56,1513700892736490340,0,1,2,2045
189,56,1513700952736324280,0,1,2,2045
188,56,1513701012726801402,0,1,2,2049
188,56,1513701072729244122,0,1,2,2032
188,56,1513701132723422042,0,1,2,2017
188,55,1513701192724366389,0,1,2,2034
188,56,1513701252715842221,0,1,2,2013
188,56,1513701312707984191,0,1,2,2021
188,56,1513701372709182734,0,1,2,2011
187,55,1513701432705153794,0,1,2,2021
188,56,1513701492699302003,0,1,2,2026
188,55,1513701552700297967,0,1,2,1995
188,55,1513701612697672445,0,1,2,2004
188,55,1513701672688239004,0,1,2,2014
188,55,1513701732685171865,0,1,2,1991
188,55,1513701792677735313,0,1,2,1985
187,55,1513701852680995876,0,1,2,1977
187,55,1513701912683411653,0,1,2,1988
187,55,1513701972668748839,0,1,2,1974
187,55,1513702032668979795,0,1,2,1979
188,55,1513702092661337402,0,1,2,1962
187,55,1513702152664535289,0,1,2,1977
184,55,1513705752454647905,0,1,1,1791
184,55,1513705812446977683,0,1,1,1794
185,55,1513705872447784009,0,1,1,1789
184,55,1513705932439892163,0,1,1,1796
184,55,1513705992439620394,0,1,1,1786
184,55,1513706052437080576,0,1,1,1799
184,55,1513706112436863203,0,1,1,1783
184,55,1513706172438609279,0,1,1,1791
184,55,1513706232425068166,0,1,1,1778
184,55,1513706292420702048,0,1,1,1784
184,55,1513706352420385869,0,1,1,1760
184,55,1513706412417519712,0,1,1,1758
184,55,1513706472413379208,0,1,1,1761
184,55,1513706532409860621,0,1,1,1764
184,55,1513706592411596781,0,1,1,1750
183,55,1513706652418267955,0,1,1,1760
183,55,1513706712397917600,0,1,1,1767
183,55,1513706772398948161,0,1,1,1764
183,55,1513706832397421693,0,1,1,1743
183,55,1513706892434632208,0,1,1,1758
183,55,1513706952385137874,0,1,1,1751
183,55,1513707012379389974,0,1,1,1746
183,55,1513707072376775022,0,1,1,1743
183,55,1513707132372123218,0,1,1,1738
183,55,1513707192363769144,0,1,1,1731
183,55,1513707252419144149,0,1,1,1737
183,55,1513707312369546768,0,1,1,1732
183,55,1513707372366810073,0,1,1,1749
183,55,1513707432352980819,0,1,1,1728
183,55,1513707492356510960,0,1,1,1734
183,55,1513707552347450851,0,1,1,1737
183,55,1513707612350293012,0,1,1,1722
183,55,1513707672341471311,0,1,1,1738
183,55,1513707732338947224,0,1,1,1718
182,55,1513707792344856719,0,1,1,1712
183,55,1513707852722382745,0,1,1,1705
183,55,1513707912329581068,0,1,1,1719
183,55,1513707972328063042,0,1,1,1708
182,55,1513708032329272076,0,1,1,1704
182,55,1513708092324140855,0,1,1,1707
182,55,1513708152326632766,0,1,1,1695
183,55,1513708212387451438,0,1,1,1702
182,55,1513708272305760002,0,1,1,1711
183,55,1513708332308839238,0,1,1,1695
182,55,1513708392308740279,0,1,1,1700
182,55,1513708452298371942,0,1,1,1691
182,55,1513708512298365239,0,1,1,1696
182,55,1513708572286358723,0,1,1,1707
182,55,1513708632296984668,0,0,1,1692
182,55,1513708692284358425,0,1,1,1683
182,55,1513708752275288928,0,1,1,1686
182,55,1513708812280613756,0,1,1,1683
182,55,1513708932272676644,0,1,1,1675
182,55,1513708992264037967,0,1,1,1676
182,55,1513709052261552531,0,1,1,1670
182,55,1513709112264209917,0,1,1,1679
182,55,1513709172252659887,0,1,1,1666
182,55,1513709232249644432,0,1,1,1654
182,55,1513709292252211705,0,1,1,1672
177,51,1513756269529488402,0,1,1,704
177,51,1513756329526974210,0,1,1,702
177,51,1513756389524930210,0,1,1,699
177,51,1513756449540703627,0,1,1,702
177,51,1513756509516226429,0,1,1,697
177,51,1513756569515089766,0,2,1,693
177,50,1513756629517939891,0,2,1,700
177,51,1513756689560937387,0,2,1,701
178,51,1513756749502933419,0,2,1,699
177,50,1513756809505750328,0,2,1,703
177,50,1513756869501753191,0,2,1,693
177,51,1513756929496502952,0,2,1,695
177,50,1513756989505831012,0,2,1,696
178,50,1513757049492972822,0,2,1,696
177,50,1513757109485639622,0,2,1,695
177,50,1513757169487286052,0,2,1,693
178,50,1513757229483249540,0,3,1,691
178,50,1513757289473921799,0,3,1,699
178,50,1513757349473143327,0,3,1,702
178,50,1513757409477421842,0,3,1,695
178,50,1513757469466040927,0,3,1,691
178,50,1513757529455818320,0,3,1,698
178,50,1513757589456989519,0,3,1,690
178,50,1513757649459633996,0,3,1,697
178,50,1513757709456314586,0,3,1,689
178,50,1513757769451446133,0,3,1,688
179,50,1513757829440947274,0,3,1,687
178,50,1513757889444904515,0,3,1,690
179,50,1513757949444360137,0,3,1,694
178,50,1513758009438811844,0,3,1,690
179,50,1513758069429853556,0,3,1,682
178,50,1513758129431646881,0,3,1,690
178,50,1513758189423678134,0,3,1,693
179,50,1513758249422739305,0,3,2,681
178,50,1513758309412855000,0,3,2,687
178,50,1513758369409196223,0,3,2,691
178,50,1513758429408111055,0,3,2,684
179,50,1513758489407904798,0,4,2,689
178,50,1513758549407233164,0,4,2,688
178,50,1513758609420939122,0,5,2,699
179,50,1513758669399823013,0,5,2,696
179,50,1513758729411040089,0,6,2,687
178,50,1513758789545863141,0,6,2,693
178,50,1513758849391445985,0,6,2,693
178,50,1513758909380842442,0,7,3,687
179,50,1513758969401995344,0,7,3,684
178,50,1513759029373992593,0,6,3,690
178,50,1513759089372807602,0,6,3,687
178,50,1513759149379839248,0,5,3,697
178,50,1513759209367421262,0,5,3,689
178,50,1513759269372508280,0,5,3,692
178,50,1513759329366523624,0,4,3,690
178,50,1513759389362037526,0,4,3,703
178,50,1513759449353939854,0,4,3,690
178,50,1513759509347293943,0,5,3,692
178,50,1513759569348824528,0,5,3,696
178,50,1513759629339793490,0,5,3,698
178,50,1513759689340095088,0,5,3,696
178,50,1513759749341540102,0,6,3,693
178,50,1513759809326753265,0,6,3,688
177,50,1513759869329655516,0,5,3,691
178,50,1513759929325503697,0,6,3,684
177,50,1513759989337519633,0,6,3,688
177,50,1513760049309507186,0,7,3,698
177,50,1513760109313591291,0,6,3,696
177,50,1513760169311694647,0,6,3,696
177,50,1513760229313923948,0,5,3,688
177,50,1513760289300658607,0,6,3,691
177,50,1513760349309384707,0,6,3,694
177,50,1513760409306248184,0,7,3,698
177,51,1513760469300258849,0,7,3,694
177,51,1513760529305685490,0,7,3,691
177,50,1513760589284617960,0,7,3,698
177,50,1513760649280057989,0,7,3,698
177,50,1513760709297792647,0,8,3,695
177,51,1513760769274498854,0,8,3,697
177,51,1513760829273920974,0,7,3,698
177,50,1513760889268840410,0,7,3,693
177,51,1513760949270505734,0,7,3,691
177,51,1513761009260184769,0,7,3,693
177,51,1513761069254259825,0,7,3,698
177,51,1513761129258828494,0,8,3,696
177,51,1513761189246941578,0,8,3,702
177,51,1513761249345406169,0,8,3,697
177,51,1513761309257169995,0,9,3,697
177,51,1513761369238233273,0,10,3,699
177,51,1513761429238811944,0,11,3,700
177,51,1513761489356771723,0,11,3,699
177,51,1513761549232168650,0,11,3,690
177,51,1513761609224955384,0,13,3,699
177,51,1513761669238916324,0,16,3,698
177,51,1513761729220105239,0,17,3,702
177,51,1513761789219435309,0,17,3,705
177,51,1513761849209650517,0,17,3,698
177,51,1513761909214992354,0,15,3,696
177,51,1513761969207999925,0,14,3,697
177,51,1513762029210509327,0,13,3,705
177,51,1513762089196771106,0,13,3,703
177,51,1513762149198268331,0,14,3,703
177,51,1513762209196953857,0,16,3,708
177,51,1513762269182133699,0,19,3,704
177,51,1513762329185768668,0,20,3,702
176,51,1513762389183376020,0,21,3,702
177,51,1513762449180959431,0,23,3,705
177,51,1513762689173232578,0,15,4,708
177,51,1513762749162982072,0,14,4,716
176,51,1513762809161059437,0,12,4,713
176,51,1513762850350650515,1,12,4,713
177,51,1513762891559717914,1,67,4,709
177,51,1513762932754475973,1,67,4,709
177,51,1513762973951311312,1,85,4,749
178,51,1513763015160388723,1,90,4,787
178,51,1513763056347918913,1,90,4,787
177,52,1513763097547294255,1,92,4,875
177,52,1513763138749827994,1,92,4,875
180,54,1513763303561511051,1,83,4,1082
180,54,1513763344747906641,1,83,4,1082
179,54,1513763385944982836,3,89,4,1024
180,54,1513763427148510483,1,84,4,1059
180,54,1513763468344342969,1,84,4,1059
180,55,1513763518651854781,1,85,4,1091
181,55,1513763559859052880,1,87,3,1174
181,56,1513763601057420621,2,95,3,1253
181,56,1513763642251691281,1,95,4,1253
182,57,1513763683464828684,1,99,4,1266
182,57,1513763724651159520,2,101,4,1327
182,57,1513763765859129734,1,101,4,1327
183,57,1513763807052941193,1,97,4,1319
183,57,1513763848251908138,2,95,4,1383
183,57,1513763889442976123,1,95,4,1383
183,57,1513763930645017221,1,78,4,1361
183,57,1513763971847691034,1,78,4,1361
184,58,1513764013091651597,1,65,4,1434
184,58,1513764054245303081,1,65,4,1434
185,58,1513764136769268180,1,77,5,1499
185,59,1513764189077569465,0,78,5,1522
185,59,1513764249079933022,0,80,5,1568
185,59,1513764292959607098,1,80,5,1568
186,59,1513764334157332597,2,77,5,1614
186,60,1513764375364781824,1,76,5,1637
186,60,1513764429104835542,0,77,5,1656
186,60,1513764470480133023,1,77,5,1656
187,60,1513764511682099492,2,78,5,1698
187,60,1513764552885242459,1,80,5,1710
187,60,1513764609047762300,0,79,5,1738
187,60,1513764669053051751,0,80,5,1775
188,60,1513764729041544596,0,75,5,1803
188,60,1513764770239031689,1,75,5,1803
187,60,1513764811440684592,2,66,5,1818
188,61,1513764852637003356,1,68,5,1840
188,61,1513764909042727401,0,68,5,1852
188,61,1513764969029117965,0,66,5,1928
189,61,1513765029028253971,0,68,5,1964
189,61,1513765089027818350,0,67,4,2004
189,62,1513765149024676665,0,68,4,2064
189,62,1513765190220097418,1,68,4,2064
189,62,1513765231448404160,2,80,4,2107
189,62,1513765272621112232,1,80,4,2107
189,61,1513765329008978372,0,78,4,2079
189,61,1513765389004846024,0,80,4,2012
189,61,1513765449001041910,0,80,4,1994
189,61,1513765508992982870,0,81,4,1970
189,61,1513765568993864192,0,82,4,2000
189,61,1513765610193699674,1,82,4,2000
189,61,1513765651390493842,1,67,4,2013
189,61,1513765692588281265,2,70,4,2066
189,61,1513765733790057042,1,70,4,2066
189,61,1513765816197193743,2,79,4,2144
189,61,1513765857393185457,1,79,4,2144
190,61,1513765898592268383,2,72,4,2162
190,61,1513765939789869785,1,72,4,2162
189,61,1513765980987521333,1,81,4,2228
190,61,1513766022186595663,1,79,4,2249
190,61,1513766063394378212,1,79,4,2249
190,61,1513766108967077485,0,81,4,2313
190,61,1513766153274610575,1,81,4,2313
190,61,1513766194476535597,1,79,4,2357
191,62,1513766235675817035,2,80,4,2376
191,62,1513766276874228966,1,80,4,2376
191,62,1513766318073476747,1,80,4,2376
191,62,1513766359269014713,1,79,4,2442
191,62,1513766408945687353,0,80,4,2466
191,62,1513766468941705013,0,81,4,2524
192,62,1513766528938297721,0,81,4,2525
192,62,1513766582626964987,1,81,4,2525
191,62,1513766623832020611,2,81,4,2564
191,62,1513766665025554647,1,72,4,2574
191,62,1513766706223343859,1,72,4,2574
192,62,1513766747681228170,1,70,4,2615
192,62,1513766788621670193,1,80,4,2638
192,62,1513766829820000055,1,80,4,2638
191,63,1513766871018786779,1,80,4,2637
192,63,1513766912229461082,1,80,4,2695
192,63,1513766953417342550,2,80,4,2693
192,63,1513766996179849503,1,80,4,2693
192,63,1513767037377698461,1,80,4,2718
192,63,1513767078583969135,2,80,4,2774
192,63,1513767119778305284,1,80,4,2774
192,63,1513767160974988809,1,80,4,2755
192,63,1513767202179093333,2,81,4,2744
192,63,1513767243368762404,1,81,4,2744
192,63,1513767284577277109,1,82,4,2774
192,63,1513767325778183618,2,82,4,2791
192,63,1513767368890975478,0,82,4,2827
192,63,1513767410264290034,1,82,4,2827
193,63,1513767451470538825,1,80,4,2834
193,63,1513767492663817596,2,79,4,2879
193,63,1513767548876804928,0,80,4,2912
193,63,1513767590074559781,1,80,4,2912
193,63,1513767631384348056,1,79,6,2924
193,63,1513767672547886824,2,82,4,2905
192,63,1513767728868249988,0,80,4,2849
192,63,1513767788860274691,0,80,4,2788
193,62,1513767848863179844,0,79,4,2744
193,62,1513767908865962285,0,79,4,2755
192,62,1513767968856892646,0,78,4,2808
193,62,1513768028855433128,0,78,4,2802
192,62,1513768088853162259,0,78,4,2820
192,62,1513768148841719804,0,77,4,2784
192,62,1513768208840090925,0,78,4,2804
192,62,1513768268835625261,0,78,4,2813
192,62,1513768328833674370,0,79,4,2807
192,62,1513768370027724630,1,79,4,2807
191,62,1513768411232309884,1,77,4,2801
192,62,1513768452474321777,2,74,4,2824
192,62,1513768493632402314,1,74,4,2824
191,62,1513768534830911361,1,75,4,2843
191,62,1513768576028020037,2,76,4,2839
191,62,1513768617230840199,1,76,4,2839
191,62,1513768658433123460,1,2,4,2783
190,62,1513768699665572255,2,2,4,2759
190,62,1513768748802360678,0,2,4,2692
190,62,1513768808809023860,0,2,4,2589
190,61,1513768868800835968,0,2,4,2442
189,61,1513768928824165511,0,2,4,2416
189,61,1513768988801274448,0,2,4,2369
189,61,1513769048855535875,0,2,4,2350
189,61,1513769108786199751,0,2,4,2343
188,61,1513769168786624279,0,2,4,2353
188,61,1513769228786055464,0,2,4,2342
188,61,1513769288776735827,0,2,4,2366
187,61,1513769348778157967,0,2,4,2357
187,61,1513769408771483366,0,2,4,2362
187,61,1513769468778475095,0,2,4,2351
187,61,1513769528765823736,0,2,4,2349
187,61,1513769588761561266,0,2,4,2366
186,61,1513769648759455705,0,2,4,2357
187,61,1513769708757246426,0,2,4,2350
186,61,1513769768754127032,0,2,4,2345
186,61,1513769828750339781,0,2,4,2336
186,60,1513769888746777915,0,2,4,2342
186,61,1513769948742199312,0,2,4,2344
