co2,co2_derived,co2_smoothed,humidity,light,motion,temperature,person_count
450,-0.03584270262093476,448.8,34,77,0,216,1
434,-0.04916949535871125,445.4,34,78,0,216,1
457,-0.02666839947303557,446.0,34,77,0,216,1
440,-0.02083483612035333,443.8,34,77,0,216,1
446,-0.011334078417061683,445.4,34,77,1,215,1
440,-0.006667056758181022,443.4,34,77,2,216,1
430,-0.00944497097854945,442.6,34,77,0,215,1
439,-0.013334083802464163,439.0,34,77,0,215,1
435,-0.024667744777962543,438.0,34,78,1,215,1
434,-0.02600169682767639,435.6,34,79,3,215,1
428,-0.039168660522006564,433.2,34,79,1,215,1
432,-0.02250059410263157,433.6,34,81,0,215,1
448,-0.01083415462921629,435.4,34,81,0,215,1
418,-0.015000678346434338,432.0,34,81,0,214,1
428,-0.010000496372382496,430.8,34,81,0,214,1
420,-0.018334387680922166,429.2,34,82,0,214,1
404,-0.04916934832572166,423.6,34,81,0,214,1
411,-0.06583879163912684,416.2,34,81,0,214,1
424,-0.055838551787136065,417.4,34,81,0,214,1
401,-0.07161748315985171,412.0,34,81,0,215,1
404,-0.061673508366623865,408.8,34,81,0,214,1
403,-0.03166758841309981,408.6,34,81,0,213,1
412,-0.03583550631930986,408.8,34,81,0,214,1
397,-0.03586222360177276,403.4,34,81,0,214,1
401,-0.022501005225088317,403.4,34,81,0,213,1
409,-0.017501470746512263,404.4,34,81,0,213,1
410,-0.012500860986305318,405.8,34,81,0,213,1
399,-0.0006667240181559162,403.2,34,81,0,213,1
410,0.008000378486737174,405.8,34,81,0,213,1
403,0.006000302306147214,406.2,34,81,0,213,1
411,0.0026667324294307494,406.6,35,81,0,212,1
390,-0.002500053252917236,402.6,34,81,0,213,1
401,-0.011667352057692038,403.0,35,81,0,212,1
408,-0.01497604175106352,402.6,35,81,0,212,1
403,-0.01666776503741121,402.6,35,81,0,212,1
398,-0.008666049942355081,400.0,35,81,0,212,1
412,0.00466690816221568,404.4,35,81,0,212,1
407,0.010014106722413157,405.6,35,81,0,212,1
400,0.004666958740287451,404.0,35,81,0,211,1
393,0.008335487563179929,402.0,35,81,0,211,1
412,0.0016667875139117821,404.8,35,81,0,211,1
399,-0.014166919540574599,402.2,35,81,0,212,1
405,-4.665247048254031e-05,401.8,37,83,0,217,1
398,-1.2723400027474245e-05,401.4,37,83,0,217,1
400,-4.241133351561401e-05,402.8,37,83,0,218,1
408,-4.2357450598191385e-06,402.0,37,83,0,217,1
400,0.001333435058936689,402.2,37,84,0,217,1
401,0.0,401.4,37,84,0,218,1
414,0.006000403884416452,404.6,37,84,0,217,1
419,0.02666813643926523,408.4,37,84,0,218,1
412,0.029168444736077725,409.2,37,84,0,217,1
408,0.039168076297708604,410.8,37,84,0,218,1
412,0.03500148781007708,413.0,37,84,0,218,1
403,0.010000616071824222,410.8,37,84,0,218,1
398,-0.010833993403926809,406.6,37,85,0,218,1
412,-0.017501400570398274,406.6,37,85,0,218,1
411,-0.024168155074721327,407.2,37,86,0,218,1
406,-0.02000117851287244,406.0,37,86,0,218,1
407,0.000833379036045331,406.8,37,87,0,218,1
401,0.0033335301561799066,407.4,37,86,0,218,1
407,-0.0033334754070594276,406.4,37,86,0,218,1
411,0.0016667172924159344,406.4,37,86,0,218,1
412,0.0033333265814653517,407.6,37,87,0,218,1
410,0.0033333807263225346,408.2,37,86,0,218,1
406,0.011667716112419547,409.2,37,86,0,218,1
401,0.006667293998351842,408.0,37,86,0,218,1
416,0.005833820492973471,409.0,37,86,0,218,1
422,0.011668035883115506,411.0,37,86,0,218,1
404,0.0025001063615630362,409.8,37,87,0,219,1
406,0.007500405422906,409.8,37,87,0,218,1
406,0.00750072694909692,410.8,37,88,0,218,1
400,-0.01416705353869461,407.6,37,88,0,218,1
413,-0.01666812103100073,405.8,37,89,0,218,1
403,-0.013999506904168096,405.6,37,87,0,218,2
418,-0.00933344397358128,408.0,37,88,0,218,2
419,0.010001016791722892,410.6,37,87,0,218,2
426,0.027778835892509325,415.8,37,89,0,218,2
421,0.039339720494109914,417.4,37,89,0,218,2
425,0.04600415506379981,421.8,37,90,0,218,2
417,0.036667869927896814,421.6,37,91,0,218,2
429,0.032501927579518704,423.6,37,91,0,218,2
426,0.02583446230292012,423.6,37,91,0,218,2
423,0.009167035740240845,424.0,37,91,2,218,2
453,0.026662213836043048,429.6,38,90,0,218,3
442,0.03666930627485471,434.6,38,89,1,219,3
452,0.052003663880674206,439.2,38,88,0,218,3
457,0.07133820276808536,445.4,38,87,2,219,3
458,0.0950338324848931,452.4,38,88,1,219,3
444,0.06667151300902158,450.6,38,87,0,219,3
452,0.05583499324123847,452.6,38,87,0,219,3
438,0.01833488304103804,449.8,38,87,0,219,3
454,-0.013334075174278034,449.2,38,87,0,218,3
446,-0.015830719069884404,446.8,38,88,0,219,3
454,-0.012665027156715827,448.8,38,89,0,218,3
442,-0.010000462982631199,446.8,38,89,0,219,3
444,-0.004000136796543157,448.0,38,89,0,219,3
442,-0.004000924037722392,445.6,38,89,0,219,3
450,-0.01000324085050372,446.4,38,89,0,219,3
441,-0.012500647215775243,443.8,38,90,0,219,3
442,-0.017501763663097396,443.8,38,89,0,219,3
447,-0.0050001563776764,444.4,38,90,0,219,3
439,-0.010834124814177122,443.8,38,89,0,219,3
443,-0.005833612173878651,442.4,38,89,0,219,3
440,-0.006666898848089588,442.2,38,89,0,219,3
437,-0.013334358201384181,441.2,38,89,0,219,3
446,-0.011667009039170608,441.0,38,89,0,219,3
437,-0.007500814287846471,440.6,38,90,0,219,3
457,0.005000445624168719,443.4,38,90,0,219,3
450,0.017500647151559117,445.4,38,90,0,220,3
443,0.023334870287348715,446.6,38,91,0,219,3
443,0.022499988399451897,446.0,38,91,0,219,3
446,0.018333806288522325,447.8,38,91,0,219,3
456,0.009163115443052589,447.6,38,90,0,219,3
450,0.004166309251584878,447.6,38,90,0,220,3
445,0.008333922864972918,448.0,38,90,0,220,3
458,0.01066730848995138,451.0,38,91,0,220,3
435,0.004001711073401484,448.8,38,91,0,219,3
449,-0.0006667833606649845,447.4,38,91,0,219,3
450,-0.0020001421234666144,447.4,38,92,0,219,3
441,-0.018334653162928472,446.6,38,92,0,220,3
457,-0.010000755436661632,446.4,38,93,0,220,3
459,0.012667041697479443,451.2,38,94,0,219,3
454,0.013334175551593804,452.2,38,96,0,219,3
449,0.015000714216859064,452.0,38,97,0,220,3
442,0.013810246092593839,452.2,38,99,0,220,3
454,0.0011112133424822583,451.6,38,99,0,220,3
457,-0.002777972534891348,451.2,38,98,0,220,3
453,-0.0027779973665049864,451.0,38,97,0,220,3
453,-0.001333438103748536,451.8,38,96,0,220,3
439,-0.0013333982075360684,451.2,38,97,0,220,3
442,-0.010000375235252495,448.8,38,98,0,220,3
456,-0.010000617194516573,448.6,38,100,0,220,3
456,-0.010833524716466793,449.2,38,102,0,220,3
460,-0.0025001593606918224,450.6,38,104,0,220,3
457,0.018001201223422553,454.2,38,104,0,220,3
444,0.019999771120783376,454.6,38,103,0,219,3
448,0.009048222532050954,453.0,38,97,0,219,4
446,0.0007407777782533211,451.0,38,96,0,219,4
473,-0.0011111704613749281,453.6,38,95,0,219,4
460,-0.0007408010004603712,454.2,38,96,0,219,4
472,0.014167697584144937,459.8,38,98,0,219,4
468,0.035558296815250204,463.8,38,98,0,219,4
479,0.056003175197062126,470.4,38,98,2,219,4
481,0.059337608707968975,472.0,38,98,0,219,4
470,0.04732659130615278,474.0,38,101,0,219,4
476,0.03666881412260747,474.8,38,104,0,219,4
476,0.02000101391845927,476.4,38,107,0,219,3
475,0.012001063822634118,475.6,38,105,0,219,3
456,-0.014170721731005958,470.6,38,105,0,219,4
477,-0.011666823270038835,472.0,38,102,0,219,4
479,-0.01583464767931566,472.6,38,100,0,220,4
485,-0.005000132693394981,474.4,38,101,0,220,4
470,0.011667110827586,473.4,38,102,0,220,4
476,0.022502294237874077,477.4,38,103,0,220,4
483,0.02500177728849571,478.6,38,103,1,220,4
486,0.023335110624230448,480.0,38,100,2,220,5
487,0.02916909319148844,480.4,38,102,0,220,5
496,0.034168195393864655,485.6,38,99,0,221,5
488,0.03915120034865346,488.0,38,98,0,220,5
499,0.04666832411215235,491.2,38,99,0,221,5
504,0.048002960158738055,494.8,38,103,0,221,5
510,0.04600379501972727,499.4,39,105,0,221,5
505,0.04401769955576832,501.2,38,104,1,222,5
500,0.04133437358189294,503.6,38,102,2,221,5
510,0.04583539931930434,505.8,38,101,0,221,5
519,0.03916706178735951,508.8,38,101,0,221,5
499,0.02250155216731582,506.6,38,101,0,222,5
505,0.012501288288475965,506.6,38,99,0,221,5
508,0.010000538318523995,508.2,39,100,0,222,5
498,-0.01000091093731272,505.8,39,103,0,221,4
482,-0.0227796393590496,498.4,38,97,0,222,4
488,-0.028889863964012823,496.2,38,96,2,222,4
482,-0.04611468502724907,491.6,38,92,0,222,4
488,-0.05055809670397514,487.6,38,96,0,223,4
471,-0.05400204881334961,482.2,38,99,0,224,4
476,-0.05067205558867035,481.0,38,103,0,224,4
470,-0.039446671557923495,477.4,38,105,0,226,4
480,-0.03533531291660748,477.0,38,100,0,226,4
477,-0.024667535358927035,474.8,38,98,0,227,4
478,-0.016001147136275703,476.2,38,94,0,227,4
459,-0.019167868760779225,472.8,38,94,0,227,4
492,0.0005555869480050903,477.2,37,98,0,228,4
498,0.01666797973901559,480.8,37,98,0,228,4
491,0.015417577860712746,483.6,38,102,2,228,4
514,0.03750198665354678,490.8,38,104,0,228,4
503,0.06222665525746315,499.6,38,106,0,228,4
513,0.06389006501320144,503.8,38,104,1,228,4
505,0.09000399890427872,505.2,38,101,0,228,4
514,0.06333619427888428,509.8,38,95,0,228,4
499,0.024001182442745177,506.8,38,93,0,228,4
494,0.0040002922176199905,505.0,38,94,0,227,4
515,0.0006667059211530899,505.4,38,97,0,228,4
501,-0.02166840346170789,504.6,38,101,0,227,4
501,-0.020000866490391588,502.0,38,103,0,228,4
512,-0.0013333073070095618,504.6,38,103,2,227,4
505,0.004666949530367912,506.8,38,102,0,228,4
505,0.0006666863457872133,504.8,38,100,0,228,4
514,0.018000856960085538,507.4,38,99,0,227,4
496,0.007501333995465113,506.4,38,99,0,227,4
497,-0.014167241162840932,503.4,38,97,0,227,4
513,0.0005554789167636888,505.0,38,96,2,227,4
511,-0.0033336520610118842,506.2,38,97,1,227,4
514,-0.0005555934008280487,506.2,38,97,2,226,4
505,0.012778577963579832,508.0,38,96,0,226,4
511,0.024176497984496267,510.8,38,94,0,226,4
521,0.025833679122718625,512.4,38,96,0,226,4
520,0.03333639788984077,514.2,38,99,0,226,4
514,0.02583478024923909,514.2,38,101,0,226,4
509,0.01750029519698262,515.0,38,101,0,226,4
509,0.009167582447748191,514.6,38,103,0,227,4
506,-0.010833627583793665,511.6,38,105,0,226,4
490,-0.03583583556533884,505.6,38,108,1,226,4
506,-0.04583820083022251,504.0,38,106,0,227,4
506,-0.0466674821386844,503.4,38,105,0,226,4
507,-0.035835231477561076,503.0,38,103,0,226,4
490,-0.02416764969072405,499.8,38,103,2,226,4
507,-0.003333506868044986,503.2,38,101,0,226,4
497,-0.008333851884616208,501.4,38,101,1,226,4
487,-0.02249587951822922,497.6,38,99,2,226,4
478,-0.033335201811881696,491.8,38,101,1,226,4
507,-0.02222304451711987,495.2,38,99,1,226,4
508,-0.014287041695005135,495.4,39,99,1,226,4
514,0.0028577516710985855,498.8,39,99,2,226,4
504,0.02166828916284417,502.2,39,101,0,226,4
510,0.03722531777128608,508.6,39,102,0,226,4
500,0.03933516405837758,507.2,39,102,0,226,4
496,0.02000146498284002,504.8,39,102,1,226,4
500,-0.0008333835309183423,502.0,39,100,0,226,4
504,-0.02200136347160518,502.0,39,100,1,226,4
501,-0.02333440591126211,500.2,39,98,2,226,4
504,-0.010555889279634812,501.0,38,99,0,226,4
506,0.002777960191006752,503.0,39,99,0,226,4
492,-0.0020000420913018507,501.4,39,99,0,226,4
484,-0.009333788053625046,497.4,39,100,1,226,4
499,-0.01666807807515765,497.0,38,98,0,226,4
492,-0.03500109954652276,494.6,39,96,0,226,4
492,-0.04000430904549892,491.8,38,97,0,226,4
477,-0.03583639620179641,488.8,38,96,0,226,4
492,-0.027500800081522548,490.4,38,98,0,226,4
473,-0.03916976765423398,485.2,38,97,2,226,4
473,-0.04333596005400304,481.4,38,96,0,226,4
496,-0.02750180829533691,482.2,38,96,0,226,4
483,-0.029168450068033078,483.4,38,97,0,226,4
480,-0.017500854464367197,481.0,38,96,0,226,4
490,0.012500643043019427,484.4,38,95,0,226,4
488,0.021667941731409585,487.4,38,93,1,226,4
479,0.002500186208844726,484.0,38,92,3,226,4
483,0.01000060546090127,484.0,38,94,2,226,4
479,-0.001999701444377432,483.8,38,96,2,226,4
472,-0.023999934768854016,480.2,38,96,1,226,4
482,-0.016667408128450235,479.0,38,96,2,226,4
477,-0.02250181302880171,478.6,38,94,0,226,4
492,-0.014171073112312908,480.4,38,96,0,226,4
480,0.0016668712863841383,480.6,38,97,1,226,4
533,0.006970136447948367,492.8,39,86,1,227,7
541,0.013132057411041934,504.6,39,88,2,227,7
557,0.020304276320762798,520.6,39,89,0,227,7
537,0.024748992342131224,529.6,39,88,1,226,7
535,0.1991737245777542,540.6,39,88,3,227,7
535,0.15167435410176333,541.0,39,91,1,227,7
541,0.08500555617170907,541.0,39,93,0,227,4
509,0.006000250874518011,531.4,39,95,0,227,4
504,-0.05267064116587558,524.8,39,95,0,227,4
485,-0.08734099049093343,514.8,38,93,0,227,4
490,-0.1173405716084064,505.8,38,91,0,227,4
499,-0.141616356662374,497.4,38,91,0,227,4
479,-0.09278217180591396,491.4,38,91,0,227,4
481,-0.07778144583663242,486.8,38,93,0,227,4
490,-0.050002278988122914,487.8,38,93,0,227,4
487,-0.0283432477391833,487.2,38,93,0,227,4
495,-0.020834075892940052,486.4,38,94,2,227,4
500,0.015834294559629754,490.6,39,93,1,227,4
493,0.021667521414434232,493.0,38,94,2,228,4
496,0.02916852575882689,494.2,38,95,0,228,4
491,0.03583708937593064,495.0,39,95,0,228,4
473,0.0,490.6,38,93,2,227,7
518,0.0050005280138289915,494.2,39,94,1,227,7
498,0.004166788528615517,495.2,39,93,2,227,7
530,0.029167629694283524,502.0,39,96,1,228,7
526,0.07666549661554437,509.0,39,95,0,228,7
528,0.10750577229210403,520.0,39,93,3,228,7
547,0.12744485297660604,525.8,39,94,1,227,8
540,0.10733893891680582,534.2,39,93,2,227,8
547,0.09534735577442505,537.6,39,90,1,228,8
565,0.08466736450611527,545.4,39,91,0,228,8
550,0.08003825025661354,549.8,39,93,2,227,8
542,0.06083802579442496,548.8,39,95,1,228,8
555,0.059168431140118945,551.8,39,91,3,228,8
570,0.03667074824304019,556.4,39,87,2,228,9
568,0.024001071729832867,557.0,39,84,0,228,9
571,0.04133626154979855,561.2,39,85,1,228,9
580,0.05667016886526052,568.8,39,85,3,228,9
575,0.06833800393972095,572.8,39,87,0,228,9
574,0.06916996762759979,573.6,39,87,1,228,9
558,0.043336663121192665,571.6,39,90,2,228,9
565,0.006667009887880588,570.4,39,87,1,228,9
602,0.006664270134301281,574.8,39,87,1,228,9
579,0.0066670410260491805,575.6,39,87,2,228,9
591,0.024667810298110212,579.0,39,86,1,228,9
589,0.049336843398060895,585.2,39,87,2,228,10
598,0.07087360492327377,591.8,39,89,2,228,10
586,0.05416978985693426,588.6,39,89,1,229,10
578,0.03916557068133293,588.4,39,86,2,229,10
568,-0.00583355939519289,583.8,39,84,1,229,10
585,-0.03666789583511836,583.0,39,82,2,229,10
599,-0.02250194284703385,583.2,39,81,1,230,10
590,-0.018335581727362837,584.0,39,84,2,229,10
573,-0.003333644382703756,583.0,39,86,2,229,10
584,0.013334440376213503,586.2,39,86,0,229,10
576,0.004998394413955576,584.4,39,88,2,229,6
580,-0.0141677724232677,580.6,39,87,1,229,6
548,-0.04500245122551968,572.2,39,84,2,229,6
556,-0.07249895497179402,568.8,39,84,2,229,6
531,-0.062397288561702235,558.2,39,82,1,229,7
542,-0.0695286040400917,551.4,39,77,3,229,7
551,-0.06333562546464962,545.6,39,79,0,228,7
544,-0.05714792393823363,544.8,39,86,2,229,7
561,-0.0516706738615997,545.8,39,89,1,229,7
560,0.0008333604725432412,551.6,39,89,2,229,7
549,0.03083655813864044,553.0,39,90,0,228,7
537,0.022501542778293148,550.2,39,91,0,229,7
542,0.01666670428390516,549.8,39,93,0,228,7
546,-0.020001328894374837,546.8,39,91,1,228,7
538,-0.04416221435220475,542.4,39,91,2,228,7
541,-0.03916924289587541,540.8,39,90,0,228,7
528,-0.04500596253591331,539.0,39,89,2,228,7
521,-0.05000229200299343,534.8,39,89,1,228,7
518,-0.05501170116204254,529.2,39,87,2,228,7
518,-0.0650031730144342,525.2,39,86,0,227,7
498,-0.09333416011006197,516.6,39,85,2,228,7
499,-0.10000798607066479,510.8,39,85,1,228,7
507,-0.08833667897769433,508.0,39,82,0,228,7
508,-0.08000719985585762,506.0,39,81,0,227,7
510,-0.05083667492976481,504.4,39,81,0,228,7
507,-0.01916811988095944,506.2,39,82,2,227,7
520,0.01000082326752026,510.4,39,83,1,227,7
517,0.026666895682924074,512.4,39,80,3,227,7
524,0.046670448258630835,515.6,39,81,2,228,8
521,0.04833626909172123,517.8,39,81,1,228,8
546,0.05066850613596359,525.6,39,80,0,227,8
549,0.06333895424550837,531.4,39,79,1,227,8
535,0.06467179855856432,535.0,39,80,0,228,8
540,0.06800361789559775,538.2,39,79,2,228,8
543,0.07083784334514752,542.6,39,80,0,227,8
552,0.051668572120271844,543.8,39,79,0,227,8
549,0.036667684702527396,543.8,39,79,0,227,8
540,0.02749304715792192,544.8,39,82,1,227,8
544,0.012500884670041129,545.6,39,81,2,227,8
536,0.0016667931689140134,544.2,39,83,2,227,8
543,-0.005833841503055989,542.4,39,83,0,227,8
521,-0.033331128372251426,536.8,39,80,0,228,8
524,-0.05000271051913986,533.6,39,79,0,227,7
528,-0.05750398470257643,530.4,39,79,0,227,7
530,-0.054971291246606206,529.2,39,79,0,227,7
512,-0.0575269073212765,523.0,39,79,1,227,7
520,-0.04500137637294934,522.8,39,79,0,227,7
521,-0.034167713421696354,522.2,39,81,2,227,7
518,-0.037523166199332866,520.2,39,80,0,227,7
505,-0.032502304695056515,515.2,39,80,0,228,7
497,-0.044170602969606926,512.2,39,80,1,226,7
495,-0.06250343633460731,507.2,39,79,2,227,7
503,-0.0691699900982193,503.6,39,79,1,226,7
518,-0.04833616507913997,503.6,39,78,0,227,7
524,-0.020001256485240305,507.4,39,77,0,226,7
525,0.024159806379938146,513.0,39,77,2,227,7
510,0.05166874535962888,516.0,39,77,1,226,7
514,0.06083706484525883,518.2,39,79,0,226,7
515,0.042501966527693655,517.6,39,76,2,227,7
506,0.00416834744204087,514.0,39,78,1,226,7
526,-0.007500656103364307,514.2,39,78,2,226,7
513,-0.011334216738254669,514.8,39,79,0,226,7
526,-0.0011111753634824128,517.2,39,78,0,226,7
510,0.0061114773708575015,516.2,39,79,2,227,7
535,0.021667975140484883,522.0,39,79,0,226,7
520,0.020000597939883312,520.8,39,79,1,226,7
526,0.02583442277833487,523.4,39,76,2,226,7
524,0.028335267702337418,523.0,39,76,0,226,7
527,0.018333970138362868,526.4,39,76,0,226,7
518,0.00916727935892433,523.0,39,75,0,227,7
530,0.00533378430258789,525.0,39,74,0,226,7
531,0.010000656298156163,526.0,39,75,0,227,7
528,0.0013334043233306637,526.8,39,74,2,227,7
524,0.01066736930389044,526.2,39,73,0,226,7
533,0.017501004544936416,529.2,39,72,0,227,7
508,-0.005000329774512113,524.8,39,72,0,227,7
511,-0.025002082511395466,520.8,39,73,0,226,7
513,-0.03500187830772468,517.8,39,73,1,227,7
504,-0.06415748325641248,513.8,39,72,0,227,7
533,-0.045836474663728574,513.8,39,70,2,226,7
518,-0.02083367621055621,515.8,39,69,1,227,7
558,0.030835537606925804,525.2,39,70,2,226,7
540,0.07000483411156043,530.6,39,71,0,227,7
521,0.08416888879973583,534.0,39,71,0,226,7
519,0.06417407768205488,531.2,39,71,0,227,7
522,0.028335152173233662,532.0,39,71,1,226,7
505,-0.03834275842590194,521.4,39,71,0,227,7
513,-0.07500411257345825,516.0,39,72,0,227,7
524,-0.06083824864419707,516.6,39,71,0,226,7
531,-0.05416888646357806,519.0,39,71,0,227,7
518,-0.01333416842021488,518.2,39,71,0,226,7
517,0.0191679092076893,520.6,39,70,2,227,7
512,0.01583415502765789,520.4,39,71,1,227,7
496,-0.017501503765646506,514.8,39,70,0,227,7
524,-0.020001587079730324,513.4,39,70,0,227,7
509,-0.03749954354573581,511.6,39,70,0,227,7
517,-0.03666478642860531,511.6,39,69,0,227,7
512,-0.013332519037918988,511.6,39,71,2,227,7
496,-0.007499566036242012,511.6,39,70,0,227,7
508,-0.001441525516130069,508.4,39,67,0,227,8
498,-0.0024325807478454272,506.2,39,68,0,227,8
500,-0.003964134374801031,502.8,39,67,2,227,8
497,-0.005315633940915162,499.8,39,69,1,227,8
496,-0.03583679239974399,499.8,39,68,2,227,8
509,-0.025834710258285223,500.0,39,67,0,226,8
511,-0.0008335092538357003,502.6,39,68,0,227,8
516,0.025001502350842655,505.8,39,67,1,227,8
526,0.039335574442014534,511.6,39,69,0,226,8
516,0.052004008176105045,515.6,39,68,1,227,8
509,0.04333635684286028,515.6,39,68,2,226,8
504,0.027990122663079552,514.2,39,68,1,227,8
497,-0.005000185049468303,510.4,39,68,3,227,8
478,-0.061670300414689926,500.8,39,68,0,227,8
494,-0.08000538091292395,496.4,39,68,1,226,8
498,-0.0833802628903849,494.2,39,68,0,226,8
503,-0.0683354981929434,494.0,39,68,0,226,8
490,-0.03416804203298005,492.6,39,68,0,226,8
494,-0.002500147778583251,495.8,39,69,1,226,8
483,-0.002498557290504796,493.6,39,68,2,226,8
491,-0.007500588887971273,492.2,39,69,1,226,8
502,-0.0025001924086666205,492.0,39,70,0,226,8
510,0.000833400146390166,496.0,39,69,0,226,8
507,0.020848482783097963,498.6,39,68,2,225,8
526,0.06250645367627336,507.2,39,68,0,225,8
518,0.08583927741912194,512.6,39,68,0,225,8
535,0.09667222787476774,519.2,39,68,1,225,7
541,0.11167282932732679,525.4,39,69,2,224,7
552,0.11333970237468102,534.4,40,70,1,224,7
565,0.12333761753950018,542.2,40,71,3,224,7
550,0.1225075170614384,548.6,40,70,1,224,6
548,0.10750631773842614,551.2,40,68,2,224,6
563,0.08833715155667506,555.6,40,66,1,224,6
593,0.07200301249710125,563.8,40,68,1,223,6
582,0.062002911442138875,567.2,40,66,2,223,6
590,0.08000453586863226,575.2,40,68,1,223,6
601,0.10066610825106631,585.8,40,71,2,223,6
583,0.10833575267366578,589.8,40,70,0,223,6
587,0.08917200573877274,588.6,40,71,1,223,6
594,0.06583894149466184,591.0,40,71,0,223,6
577,0.010834999011886302,588.4,40,71,2,223,6
565,-0.03583809295758319,581.2,40,71,0,223,6
572,-0.04000245021887192,579.0,40,71,1,223,6
576,-0.05916889486160537,576.8,40,72,0,223,6
575,-0.06416912536140788,573.0,40,71,2,223,6
578,-0.03333584416942704,573.2,40,72,1,222,6
563,-0.025834493922675016,572.8,40,71,2,223,6
568,-0.02000099055904462,572.0,40,71,0,222,6
574,-0.005833464497958969,571.6,40,71,0,223,6
559,-0.020000341123200486,568.4,40,71,1,223,6
559,-0.03416843660569,564.6,40,71,0,222,6
568,-0.02666843889675528,565.6,40,71,2,222,6
567,-0.025836041486018528,565.4,40,70,1,222,6
568,-0.017500837756066187,564.2,40,71,0,222,6
560,-0.0005555994280385935,564.4,40,73,1,222,6
549,-0.008889211625172493,562.4,40,72,0,222,6
548,-0.01944518325737018,558.4,40,72,0,222,6
551,-0.025002242594114925,555.2,40,72,0,222,6
543,-0.05916829623961912,550.2,40,71,0,222,6
540,-0.05400412739827105,546.2,40,70,0,222,6
555,-0.03667018047730168,547.4,40,71,0,221,6
529,-0.038668847785634064,543.6,40,70,1,221,6
546,-0.025335422417921277,542.6,40,69,2,221,6
536,-0.020834645587404103,541.2,40,70,1,222,6
550,-0.017500719008083872,543.2,40,71,0,221,6
556,-0.0008333638478897613,543.4,40,70,2,221,6
550,0.020834546793146863,547.6,40,71,1,221,6
553,0.026001771554847723,549.0,40,72,0,221,6
548,0.027334286531733226,551.4,40,74,1,221,6
542,0.021334354364728726,549.8,40,76,2,220,3
545,0.0,547.6,40,75,0,221,3
530,-0.02250091008797699,543.6,40,74,0,221,3
521,-0.047337010470033566,537.2,40,75,0,221,3
510,-0.05611410004883239,529.6,40,75,0,220,3
506,-0.07000070480553001,522.4,40,77,1,220,3
501,-0.08333842029318754,513.6,40,76,0,221,3
480,-0.1120071675118829,503.6,40,75,0,220,3
482,-0.14085008157512977,495.8,40,76,3,221,3
502,-0.11751326259399453,494.2,40,76,0,221,3
498,-0.0875055418072102,492.6,40,75,0,220,3
486,-0.058336601432129306,489.6,40,76,0,220,3
478,-0.027500965999222658,489.2,40,73,2,220,3
484,-0.01916774085140676,489.6,40,78,1,220,3
485,-0.02666864216391283,486.2,40,78,0,220,2
484,-0.025826613630650017,483.4,40,78,0,220,2
474,-0.03416840476526257,481.0,40,78,0,220,2
470,-0.0424995300970775,479.4,40,78,0,220,2
470,-0.04000252187256059,476.6,40,78,0,220,2
471,-0.04001550766798579,473.8,40,78,0,220,2
460,-0.050001970905265786,469.0,40,78,0,220,2
458,-0.056673769741739384,465.8,40,78,2,220,2
442,-0.0683374883012316,460.2,40,78,0,220,2
461,-0.06416688518135005,458.4,40,78,0,220,2
466,-0.04833676250930422,457.4,40,77,0,220,2
462,-0.03333589301955209,457.8,40,77,0,220,2
459,-0.009166798672987536,458.0,40,77,0,220,2
457,0.010834226293616491,461.0,40,77,0,220,2
454,0.009167240497461137,459.6,40,77,0,220,2
460,0.0025001681311739767,458.4,40,77,0,220,2
454,-0.005000472868495435,456.8,40,78,0,220,2
456,-0.020000908833315963,456.2,40,78,0,220,2
451,-0.01916623190865983,455.0,40,77,0,220,2
468,-0.0025001686776234995,457.8,40,77,1,220,2
461,0.005000343927554751,458.0,40,77,0,220,2
446,0.0008333953756252987,456.4,40,77,0,220,2
454,0.0041671299952840725,456.0,40,76,2,221,2
460,0.0,457.8,40,76,0,220,2
464,-0.004166899568276912,457.0,40,77,0,221,2
447,-0.009163632452988043,454.2,40,76,0,220,2
453,-0.0016667726388728272,455.6,40,77,0,220,2
435,-0.025000579941811384,451.8,40,77,0,220,2
449,-0.030834695179971963,449.6,40,77,0,220,2
457,-0.0250122272391506,448.2,40,77,0,220,2
440,-0.03666980819661331,446.8,40,77,0,221,2
453,-0.020835341768849432,446.8,40,77,0,220,2
444,-0.004167057370353469,448.6,40,77,0,221,2
443,-0.00333349075663451,447.4,40,77,0,220,2
443,-0.009167241872679307,444.6,40,77,0,221,2
442,-0.006000239124291082,445.0,40,77,0,220,2
447,-0.016000399624950933,443.8,40,77,1,220,2
445,-0.011333600980403454,444.0,40,77,0,220,2
456,0.006667073947567247,446.6,40,77,0,220,2
448,0.010833706226203263,447.6,40,77,0,220,2
457,0.028335143897062334,450.6,40,76,0,220,2
446,0.026668288329507045,450.4,40,76,0,221,2
447,0.017500918568206333,450.8,40,77,0,220,2
448,0.006667112486238808,449.2,40,77,0,220,2
449,-0.005000277226639002,449.4,40,77,0,220,2
442,-0.01666726013482115,446.4,40,77,0,220,2
452,-0.01333368441393509,447.6,40,77,0,220,2
436,-0.012664103352900588,445.4,40,77,0,220,2
458,-0.006667073931670733,447.4,40,76,0,220,2
452,0.005333917995536893,448.0,40,76,0,220,2
447,0.004666824623261916,449.0,40,76,0,219,2
450,0.013338947089094616,448.6,40,77,0,219,2
449,0.0158344892320755,451.2,40,76,0,219,2
438,-0.0033334917733211736,447.2,40,77,0,219,2
