name,time,app_id,battery,co2,dev_id,hardware_serial,humidity,light,motion,person_count,temperature,time_device
co2_2,1.51317E+18,url_test,3631,559,co2_02,A81758FFFE030F06,37,76,1,7,212,2017-12-13T13:06:24.428788324Z
co2_2,1.51317E+18,url_test,3628,569,co2_02,A81758FFFE030F06,37,78,3,7,212,2017-12-13T13:07:24.422294045Z
co2_2,1.51317E+18,url_test,3628,588,co2_02,A81758FFFE030F06,37,73,1,7,213,2017-12-13T13:08:24.427909805Z
co2_2,1.51317E+18,url_test,3631,579,co2_02,A81758FFFE030F06,37,75,2,7,213,2017-12-13T13:09:24.409998484Z
co2_2,1.51317E+18,url_test,3631,565,co2_02,A81758FFFE030F06,37,77,1,7,213,2017-12-13T13:10:24.415049931Z
co2_2,1.51317E+18,url_test,3631,561,co2_02,A81758FFFE030F06,37,74,0,7,213,2017-12-13T13:11:24.415298399Z
co2_2,1.51317E+18,url_test,3628,554,co2_02,A81758FFFE030F06,37,74,2,7,213,2017-12-13T13:12:24.401067307Z
co2_2,1.51317E+18,url_test,3628,570,co2_02,A81758FFFE030F06,37,68,2,7,213,2017-12-13T13:14:24.394965942Z
co2_2,1.51317E+18,url_test,3631,568,co2_02,A81758FFFE030F06,37,66,0,7,213,2017-12-13T13:15:24.394030913Z
co2_2,1.51317E+18,url_test,3631,557,co2_02,A81758FFFE030F06,37,66,1,7,213,2017-12-13T13:16:24.393286329Z
co2_2,1.51317E+18,url_test,3631,540,co2_02,A81758FFFE030F06,37,65,0,7,213,2017-12-13T13:17:24.375028054Z
co2_2,1.51317E+18,url_test,3631,545,co2_02,A81758FFFE030F06,37,65,2,7,213,2017-12-13T13:18:24.389566212Z
co2_2,1.51317E+18,url_test,3631,545,co2_02,A81758FFFE030F06,37,64,1,7,214,2017-12-13T13:19:24.394777821Z
co2_2,1.51317E+18,url_test,3631,541,co2_02,A81758FFFE030F06,37,63,2,7,213,2017-12-13T13:20:24.366517302Z
co2_2,1.51317E+18,url_test,3628,560,co2_02,A81758FFFE030F06,37,63,1,7,213,2017-12-13T13:21:24.373123051Z
co2_2,1.51317E+18,url_test,3631,564,co2_02,A81758FFFE030F06,37,65,2,7,213,2017-12-13T13:22:24.359472803Z
co2_2,1.51317E+18,url_test,3628,580,co2_02,A81758FFFE030F06,37,64,1,7,214,2017-12-13T13:23:24.359992415Z
co2_2,1.51317E+18,url_test,3631,578,co2_02,A81758FFFE030F06,37,67,2,7,214,2017-12-13T13:24:24.358778791Z
co2_2,1.51317E+18,url_test,3631,566,co2_02,A81758FFFE030F06,37,68,1,7,213,2017-12-13T13:25:24.351632236Z
co2_2,1.51317E+18,url_test,3631,567,co2_02,A81758FFFE030F06,37,70,2,7,213,2017-12-13T13:26:24.343416227Z
co2_2,1.51317E+18,url_test,3631,567,co2_02,A81758FFFE030F06,37,71,1,7,213,2017-12-13T13:27:24.396879847Z
co2_2,1.51317E+18,url_test,3631,563,co2_02,A81758FFFE030F06,37,68,2,7,213,2017-12-13T13:28:24.339194482Z
co2_2,1.51317E+18,url_test,3631,562,co2_02,A81758FFFE030F06,37,65,2,7,213,2017-12-13T13:29:24.337294025Z
co2_2,1.51317E+18,url_test,3631,563,co2_02,A81758FFFE030F06,37,66,1,7,214,2017-12-13T13:30:24.325476071Z
